,Total_Sales,Year,cleaned_name,curb_weight_lbs,speed_sec,horsepower_hp,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,length_in,vol_cubft,mpg_comb,drivetrain,fuel,class,transmission
679,60991.0,2007,cadillac escalade,,6.34,403.0,79.0,55947.5,7.0,4.0,116.0,74.5,26.0,202.5,,15.5,all wheel,gas,,DCT
680,60901.0,2007,ford crown victoria,,7.88,224.0,77.3,4890.0,,,120.7,58.9,19.0,218.0,107.0,18.0,rear wheel,gas,large,AT
681,59964.0,2007,saturn aura,,7.68,224.0,70.3,3662.0,5.0,4.0,112.3,57.6,16.0,190.9,98.0,21.0,front wheel,gas,midsize,AT
682,58606.0,2007,acura mdx,4561.6,6.6,300.0,78.5,44515.0,7.0,4.0,108.3,65.9,21.0,190.7,142.2,17.5,four wheel,gas,suv,AT
683,58545.0,2007,acura tl,,7.05,258.0,72.2,6052.0,5.0,4.0,107.9,56.7,17.1,189.3,98.0,21.0,front wheel,gas,midsize,AT
684,57575.0,2007,mazda 6,,8.5,156.0,70.1,3443.0,,,105.3,56.7,18.0,186.8,192.0,24.0,front wheel,gas,midsize,MT
685,57029.0,2007,cadillac cts,3509.0,6.91,210.0,70.6,31355.0,5.0,4.0,113.4,56.7,17.0,190.1,99.0,19.0,rear wheel,gas,midsize,MT
686,56432.0,2007,honda fit,2492.0,9.29,109.0,66.2,14910.0,5.0,4.0,96.5,60.0,10.8,157.4,90.0,30.0,front wheel,gas,subcompact,MT
687,55550.0,2007,chevrolet avalanche,,7.8,315.0,,5842.0,6.0,4.0,130.0,76.6,31.0,,,17.75,four wheel,gas,,
688,55170.0,2007,toyota fj cruiser,,7.5,239.0,74.6,3979.0,5.0,4.0,105.9,70.9,19.0,183.9,,20.5,rear wheel,gas,,
689,54933.0,2007,lexus is,,6.98,204.0,70.9,5445.0,,,107.5,56.1,17.1,180.1,101.3,22.0,rear wheel,gas,,
690,54142.0,2007,bmw 5,3695.714285714286,6.13,255.0,72.7,54214.28571428572,5.0,4.0,113.6857142857143,58.07142857142858,18.5,191.2,98.72857142857144,21.5,rear wheel,gas,midsize,MT
691,53947.0,2007,chrysler pacifica,4384.833333333333,7.48,255.0,79.3,29910.0,5.666666666666667,4.0,116.3,66.3,23.0,198.5,143.5,18.0,front wheel,gas,large,AT
692,52574.0,2007,nissan maxima,3585.0,6.2,255.0,71.7,29175.0,5.0,4.0,111.2,58.3,20.0,194.4,104.0,21.0,front wheel,gas,midsize,MT
693,51469.0,2007,cadillac dts,,6.93,292.0,74.8,8801.0,5.0,4.0,115.6,57.6,18.0,207.6,113.0,18.0,front wheel,gas,large,AT
694,51355.0,2007,nissan xterra,,6.6,261.0,72.8,4527.0,5.0,4.0,106.3,74.9,21.1,178.7,,18.0,four wheel,gas,,
695,50702.0,2007,dodge dakota,,,210.0,,4251.0,2.0,2.0,131.3,68.7,22.0,,,18.0,four wheel,gas,,
696,50664.0,2007,mercury grand marquis,,7.97,224.0,78.3,5322.0,6.0,4.0,114.6,,19.0,211.1,107.0,18.0,rear wheel,gas,large,AT
697,49393.0,2007,kia sportage,3378.714285714286,8.25,173.0,70.9,19938.571428571428,5.0,4.0,103.5,66.7,16.385714285714286,171.3,103.9,21.0,front wheel,gas,suv,AT
698,48950.0,2007,mercedes benz e class,3953.0,8.03,208.0,71.7,62668.75,5.25,4.0,112.4,58.62499999999999,21.1,191.0,96.75,27.5,rear wheel,gas,midsize,DCT
699,48586.0,2007,gmc envoy,,7.21,291.0,,5538.0,5.0,4.0,113.0,71.9,22.0,,,19.0,rear wheel,gas,,
700,47873.0,2007,saturn ion,,8.23,145.0,67.2,2214.0,4.0,2.0,103.2,57.4,13.0,184.5,178.0,24.0,front wheel,gas,compact,AT
701,47747.0,2007,buick lacrosse,3521.6666666666665,7.36,240.0,73.0,24765.0,5.0,4.0,110.5,57.4,17.0,198.1,99.40000000000002,23.0,front wheel,gas,midsize,DCT
702,46333.0,2007,subaru impreza,3179.235294117647,7.43,173.0,68.5,24495.0,5.0,4.0,99.47058823529414,57.14705882352941,15.900000000000004,175.8,86.98235294117647,22.5,all wheel,gas,subcompact,MT
703,45834.0,2007,scion xb,,10.53,103.0,66.5,2372.0,5.0,4.0,98.4,64.6,11.9,155.3,90.0,32.0,front wheel,gas,small station wagon,AT
704,45503.0,2007,dodge durango,4755.5,8.76,230.0,76.0,31385.83333333333,6.333333333333333,4.0,119.2,74.3,27.0,200.8,155.20000000000002,16.5,rear wheel,gas,suv,AT
705,45411.0,2007,audi a4,3677.4,7.58,200.0,69.8,34621.2,4.88,3.76,104.3,56.03200000000002,17.132,180.6,90.0,24.0,all wheel,gas,compact,MT
706,45303.0,2007,gmc yukon xl,,7.6,330.6666666666667,79.1,40186.25,7.5,4.0,130.0,76.8,35.0,,,18.0,rear wheel,gas,,DCT
707,44530.0,2007,subaru forester,3232.7272727272725,6.05,224.0,,24776.81818181818,5.0,4.0,99.40000000000003,64.0909090909091,15.9,,92.91818181818184,23.5,all wheel,gas,suv,DCT
708,43430.0,2007,hummer h3,,7.41,242.0,74.7,5292.0,5.0,4.0,111.9,73.7,23.0,186.7,,16.0,four wheel,gas,,
709,42795.0,2007,honda ridgeline,4518.6,,,,31051.0,5.0,4.0,122.0,70.66,22.0,,110.76,,four wheel,gas,pickup truck,AT
710,42113.0,2007,suzuki forenza reno,,,,,,,,,,,,,,,,,
711,42110.0,2007,ford taurus x freestyle,,,,,,,,,,,,,,,,,
712,23765.0,2007,ford freestyle,,,203.0,74.9,4998.0,6.0,4.0,112.9,68.3,19.0,200.1,,21.5,all wheel,gas,,
713,18345.0,2007,ford taurus x,,,,,,,,,,,,,,,,,
714,42045.0,2007,mini cooper,2607.0,7.07,172.0,66.3,19625.0,4.0,2.0,97.1,55.4,11.9,146.2,76.0,31.0,front wheel,gas,minicompact,MT
715,41844.0,2007,volkswagen golf rabbit,,,,,,,,,,,,,,,,,
716,25445.0,2007,volkswagen rabbit,,9.28,150.0,69.3,2891.0,5.0,2.0,101.5,58.2,14.5,165.8,94.0,22.0,front wheel,gas,compact,MT
717,16399.0,2007,volkswagen golf,3155.0,10.07,200.0,69.3,23939.0,5.0,2.8,101.5,58.4,14.5,165.8,93.1,28.5,front wheel,gas,compact,MT
718,41659.0,2007,mazda cx 7,,7.48,244.0,73.7,4581.0,,,108.3,64.8,18.3,184.1,,19.5,front wheel,gas,,
719,41476.0,2007,hyundai tucson,3395.285714285714,9.01,173.0,72.1,20659.285714285717,5.0,4.0,103.5,68.10000000000001,16.385714285714286,170.3,102.6,21.0,front wheel,gas,suv,DCT
720,40901.0,2007,kia optima,3214.8,8.41,185.0,71.1,18629.0,5.0,4.0,107.1,58.3,16.4,186.4,104.0,25.0,front wheel,gas,midsize,AT
721,40493.0,2007,kia sedona,4379.666666666667,8.33,250.0,78.1,23495.0,7.0,4.0,117.2,69.3,21.1,202.0,,18.0,front wheel,gas,minivan,AT
722,40434.0,2007,jeep patriot,,7.26,172.0,69.1,2619.0,,,103.7,64.4,13.5,173.6,,24.5,four wheel,gas,,
723,39491.0,2007,jeep compass,3129.5,7.94,172.0,,18800.0,5.0,4.0,103.7,65.2,13.55,173.4,101.6,25.5,four wheel,gas,suv,MT
724,37953.0,2007,lincoln mkx,4191.0,,,,34120.0,5.0,4.0,111.2,67.5,19.0,,108.4,,front wheel,gas,suv,AT
725,37244.0,2007,mercury milan,,8.39,160.0,72.2,3762.0,5.0,4.0,107.4,57.2,17.5,191.4,100.0,23.0,front wheel,gas,midsize,AT
726,37183.0,2007,volkswagen passat,3540.0,6.27,280.0,71.7,27703.33333333333,5.0,4.0,106.7,59.13333333333333,18.5,188.2,96.0,24.0,front wheel,gas,midsize,DCT
727,37170.0,2007,pontiac vibe,,9.01,126.0,69.9,3016.0,5.0,4.0,102.4,62.2,13.0,171.9,94.0,27.0,front wheel,gas,small station wagon,AT
728,36300.0,2007,kia sorento,4239.0,7.04,262.0,73.3,23535.0,5.0,4.0,106.7,70.66,21.1,180.7,105.8,20.0,front wheel,gas,suv,AT
729,36055.0,2007,hyundai accent,2461.333333333333,9.04,110.0,66.7,12865.0,5.0,2.6666666666666665,98.4,57.9,11.9,159.3,184.0,28.0,front wheel,gas,compact,MT
730,35226.0,2007,lexus ls,4288.0,5.49,380.0,73.8,66000.0,5.0,4.0,119.3,58.1,22.2,198.0,103.0,21.0,rear wheel,gas,midsize,DCT
731,35218.0,2007,honda element,,9.76,166.0,71.5,4229.0,4.0,4.0,101.4,69.5,15.9,,,24.5,front wheel,gas,,
732,35202.0,2007,bmw x5,5158.5,7.34,260.0,76.1,50200.0,5.0,4.0,115.5,69.5,22.5,191.1,102.4,20.0,all wheel,gas,suv,DCT
733,35146.0,2007,ford five hundred,,8.47,203.0,74.5,4146.0,5.0,4.0,112.9,,20.0,200.7,,25.0,front wheel,gas,,
734,34844.0,2007,mercury mariner,,,,,,,,,,,,,,,,,
735,34748.0,2007,saturn outlook,,7.5,275.0,78.2,5679.0,8.0,4.0,118.9,72.8,22.0,,,19.0,all wheel,gas,,
736,34363.0,2007,lincoln zephyr mkz,,,,,,,,,,,,,,,,,
737,33879.0,2007,mercedes benz m class,,7.38,268.0,75.2,7682.0,,,114.7,71.5,25.1,188.5,,17.5,all wheel,gas,,
738,33685.0,2007,chevrolet corvette,3170.0,3.98,400.0,72.6,55338.333333333336,2.0,2.0,105.7,,18.0,174.6,,18.0,rear wheel,gas,two seater,MT
739,33370.0,2007,kia rio,2403.714285714286,9.82,110.0,66.7,13313.57142857143,5.0,4.0,98.4,57.89999999999999,11.900000000000002,166.9,184.0,29.0,front wheel,gas,compact,MT
740,33037.0,2007,acura tsx,,7.91,205.0,69.4,5416.0,5.0,4.0,105.1,57.3,17.1,183.4,91.0,22.0,front wheel,gas,compact,MT
741,33032.0,2007,ford taurus,3309.5,9.77,153.0,73.0,21905.0,5.5,4.0,108.5,58.6,18.0,197.6,103.0,20.0,front wheel,gas,midsize,AT
742,32644.0,2007,pontiac torrent,,8.26,185.0,71.4,4313.0,5.0,4.0,112.5,,17.0,188.8,,22.0,all wheel,gas,,
743,31632.0,2007,nissan armada,5355.0,7.41,317.0,78.8,39000.0,7.5,4.0,123.20000000000002,78.24999999999999,28.0,206.9,188.40000000000003,15.5,rear wheel,gas,suv,AT
744,31376.0,2007,mitsubishi lancer,,9.46,120.0,66.8,2703.0,5.0,4.0,102.4,54.9,13.2,180.5,92.0,25.0,front wheel,gas,compact,AT
745,31336.0,2007,volvo xc90,4506.5,8.75,235.0,74.7,39066.875,6.0,4.0,112.6,70.2,21.1,189.3,101.0,18.0,all wheel,gas,special purpose,DCT
746,31021.0,2007,volkswagen new beetle,,8.31,150.0,67.9,3092.0,,,98.7,59.0,14.5,161.1,85.0,23.0,front wheel,gas,subcompact,MT
747,30256.0,2007,dodge magnum,,8.5,190.0,74.1,4206.0,5.0,4.0,120.0,58.3,18.0,197.7,,21.0,rear wheel,gas,suv,AT
748,29286.0,2007,buick enclave,,,,,,,,,,,,,,,,,
749,28788.0,2007,dodge aspen,,,,,,,,,,,,,,,,,
750,28590.0,2007,nissan quest,,8.58,235.0,77.6,4383.0,7.0,4.0,124.0,71.9,20.0,204.1,,19.0,front wheel,gas,minivan,AT
751,28058.0,2007,bmw x3,4012.0,6.24,260.0,73.0,38000.0,5.0,4.0,110.1,65.9,17.7,179.9,90.1,22.0,all wheel,gas,suv,MT
752,27928.0,2007,pontiac g5,,8.62,148.0,67.5,2659.0,,,103.5,55.6,13.0,179.8,97.0,26.5,front wheel,gas,,
753,27292.0,2007,mitsubishi eclipse,,6.32,260.0,72.2,4211.0,4.0,2.0,101.4,53.5,17.7,179.7,82.0,23.0,front wheel,gas,subcompact,MT
754,26739.0,2007,lincoln town car,,,,,,,,,,,,109.0,18.0,rear wheel,gas,large,AT
755,26491.0,2007,mitsubishi galant,,9.65,160.0,72.4,4085.0,5.0,4.0,108.3,58.1,17.7,190.6,99.0,23.0,front wheel,gas,midsize,AT
756,26396.0,2007,mercedes benz gl class,,6.78,335.0,75.6,9882.0,,,121.1,72.4,26.4,200.3,,15.0,all wheel,gas,,
757,26081.0,2007,mercedes benz s class,4772.5,5.68,382.0,73.7,123887.5,5.0,4.0,124.6,58.0,23.8,205.0,109.4,18.0,rear wheel,gas,large,DCT
758,26020.0,2007,kia rondo,,8.82,182.0,71.7,3455.0,,,106.3,67.7,15.8,179.0,108.0,22.0,front wheel,gas,midsize station wagon,AT
759,25566.0,2007,mazda cx 9,4429.0,7.29,263.0,,31548.33333333333,7.0,4.0,113.2,68.0,20.1,,139.20000000000002,19.0,front wheel,gas,suv,AT
760,24050.0,2007,lincoln navigator,5971.0,,,,48300.0,7.0,4.0,119.0,78.3,28.0,,157.2,,rear wheel,gas,suv,AT
761,23849.0,2007,mercury mountaineer,,,,,,,,,,,,,,,,,
762,23381.0,2007,lexus gs,,5.87,303.0,71.7,7947.0,,,112.2,56.1,18.8,190.0,123.2,22.5,rear wheel,gas,,
763,23356.0,2007,acura rdx,3975.0,7.05,240.0,73.6,34745.0,5.0,4.0,104.3,65.2,18.0,180.7,101.4,19.5,all wheel,gas,suv,AT
764,23285.0,2007,mitsubishi outlander,3632.2,7.28,220.0,70.9,23242.0,5.8,4.0,105.1,67.38,16.28,182.7,100.4,20.0,front wheel,gas,suv,DCT
765,23273.0,2007,toyota sequoia,5221.25,8.12,273.0,78.9,39417.5,8.0,4.0,118.1,73.75,26.4,203.9,126.9,16.5,rear wheel,gas,suv,AT
766,23176.0,2007,suzuki xl7,,7.86,252.0,72.2,4139.0,7.0,4.0,112.4,68.9,18.6,197.2,,19.0,front wheel,gas,,
767,23035.0,2007,lexus gx470,,,,,,,,,,,,,,,,,
768,22979.0,2007,saab 9 3,,6.94,210.0,69.4,4949.0,5.0,4.0,105.3,60.6,16.4,183.2,,26.0,front wheel,gas,,
769,22543.0,2007,cadillac srx,,7.29,255.0,72.6,7083.0,5.0,4.0,116.4,67.8,20.0,194.9,,18.5,rear wheel,gas,,
770,21948.0,2007,hyundai xg azera,,,,,,,,,,,,,,,,,
771,21884.0,2007,infiniti m,,,,,,,,,,,,,,,,,
772,21121.0,2007,mercury montego sable,,,,,,,,,,,,,,,,,
773,10755.0,2007,mercury montego,,8.52,203.0,74.5,4932.0,5.0,4.0,112.9,,20.0,200.7,,25.0,front wheel,gas,,
774,10366.0,2007,mercury sable,,9.77,153.0,73.0,3219.0,6.0,4.0,108.5,55.5,18.0,199.8,102.0,23.5,front wheel,gas,midsize,AT
775,20888.0,2007,gmc canyon,,,185.0,,18648.33333333333,4.266666666666667,2.4,121.10000000000004,66.73000000000002,19.0,192.8,,21.0,rear wheel,gas,,MT
776,20873.0,2007,cadillac sts,,6.98,255.0,72.6,6563.0,5.0,4.0,116.4,57.6,17.0,196.3,102.0,19.0,rear wheel,gas,midsize,AT
777,20724.0,2007,infiniti fx,,,,,,,,,,,,,,,,,
778,20695.0,2007,audi q7,5200.0,6.76,350.0,78.1,48900.0,5.75,4.0,118.2,68.4,26.4,200.2,,14.0,all wheel,gas,suv,DCT
779,19538.0,2007,suzuki grand vitara,,8.15,185.0,71.3,3686.0,5.0,4.0,103.9,66.7,17.4,,,19.0,rear wheel,gas,suv,AT
780,18957.0,2007,nissan 350z,,5.29,306.0,71.5,6399.0,2.0,2.0,104.3,52.5,20.0,169.8,,20.0,rear wheel,gas,two seater,MT
781,18511.0,2007,volvo s60,3594.333333333333,8.08,208.0,71.4,34510.0,5.0,4.0,106.90000000000002,56.23333333333333,18.0,181.2,94.0,25.5,front wheel,gas,compact,MT
782,18141.0,2007,volvo s40,,6.87,218.0,69.7,5218.0,5.0,4.0,103.9,57.2,15.1,175.9,,24.0,all wheel,gas,,
783,17808.0,2007,nissan rogue,,,,,,,,,,,,,,,,,
784,17155.0,2007,hyundai entourage,,7.97,242.0,78.1,5201.0,7.0,4.0,118.9,71.5,21.1,202.0,,18.0,front wheel,gas,minivan,AT
785,16989.0,2007,land rover range rover sport,5569.5,6.41,390.0,,63885.0,5.0,4.0,108.0,71.5,23.3,,,14.0,four wheel,gas,suv,AT
786,16790.0,2007,subaru tribeca,,7.16,245.0,,5399.0,5.0,4.0,108.2,,16.9,,,20.5,all wheel,gas,,
787,16779.0,2007,pontiac solstice,,6.74,177.0,71.3,3872.0,2.0,2.0,95.1,50.1,13.0,157.2,,21.0,rear wheel,gas,two seater,AT
788,16740.0,2007,suzuki aerio sx4,,,,,,,,,,,,,,,,,
789,15784.0,2007,chevrolet monte carlo,,7.74,211.0,72.9,3782.0,5.0,2.0,110.5,55.8,17.0,196.7,97.0,22.0,front wheel,gas,midsize,AT
790,15295.0,2007,buick rendezvous,,9.5,196.0,73.6,4534.0,5.0,4.0,112.2,68.9,18.0,186.5,,22.5,front wheel,gas,,
791,15075.0,2007,mazda mx 5 miata,2532.75,6.28,166.0,67.7,24529.166666666668,2.0,2.0,91.70000000000005,,12.7,157.3,,27.5,rear wheel,gas,two seater,MT
792,15009.0,2007,mercedes benz clk,,,,,,,,,,,,,,,,,
793,14773.0,2007,bmw 7,4605.0,5.96,360.0,74.9,98075.0,5.0,4.0,120.45,58.400000000000006,23.3,198.4,107.5,19.0,rear wheel,gas,large,DCT
794,14073.0,2007,hyundai tiburon,,9.72,138.0,69.3,3203.0,4.0,2.0,99.6,52.4,14.5,173.0,81.0,22.0,front wheel,gas,subcompact,AT
795,13718.0,2007,mazda 5,,8.95,157.0,69.1,2789.0,,,108.3,64.2,15.9,181.5,98.0,22.0,front wheel,gas,midsize station wagon,MT
796,13680.0,2007,mazda tribute,,9.66,153.0,72.0,3349.0,5.0,4.0,103.1,67.7,16.5,174.4,,24.0,front wheel,gas,,
797,13031.0,2007,mercedes benz r class,,7.52,268.0,75.7,7740.0,,,126.6,65.4,21.1,203.0,177.3,17.5,all wheel,gas,,
798,12744.0,2007,volkswagen eos,,7.31,250.0,70.5,6654.0,4.0,2.0,101.5,56.8,14.5,173.6,91.0,24.0,front wheel,gas,subcompact,MT
799,12630.0,2007,volvo xc70,,7.41,208.0,73.2,6555.0,5.0,4.0,108.8,61.5,18.0,,,22.5,all wheel,gas,,
800,12589.0,2007,hyundai veracruz,,6.72,260.0,76.6,5346.0,7.0,4.0,110.4,68.9,20.6,190.6,,,all wheel,gas,,
801,12547.0,2007,porsche cayenne,4978.0,5.39,450.0,75.9,68050.0,5.0,4.0,112.4,66.89999999999999,26.4,188.3,,16.0,all wheel,gas,special purpose,DCT
802,12493.0,2007,porsche 911,3242.538461538461,4.51,325.0,72.9,93669.23076923077,3.692307692307693,2.0,92.53384615384616,51.22923076923078,17.023076923076925,174.3,,22.0,all wheel,gas,minicompact,MT
803,12431.0,2007,hummer h2,,,325.0,67.6,9739.0,5.0,4.0,122.8,79.2,32.0,,,,four wheel,gas,,
804,12347.0,2007,volvo s80,,7.35,235.0,73.3,6966.0,5.0,4.0,111.6,58.8,18.5,191.0,,23.5,front wheel,gas,,
805,12316.0,2007,land rover range rover,5555.5,6.43,400.0,77.0,84285.0,5.0,4.0,113.3,75.0,27.6,195.8,,14.0,four wheel,gas,suv,AT
806,12288.0,2007,infiniti qx56,,,,,,,,,,,,,,,,,
807,12001.0,2007,audi a6,4062.0,7.41,255.0,71.3,47587.5,5.0,4.0,111.9,57.6,21.1,193.5,98.0,21.0,all wheel,gas,midsize,DCT
808,11886.0,2007,mitsubishi endeavor,,7.67,225.0,73.6,5219.0,5.0,4.0,108.3,69.6,21.4,190.2,106.7,17.5,all wheel,gas,,
809,11263.0,2007,saturn sky,,5.05,260.0,71.4,5116.0,2.0,2.0,95.1,50.2,13.0,161.1,,21.0,rear wheel,gas,two seater,AT
810,11039.0,2007,land rover lr3,,7.02,300.0,,9582.0,7.0,4.0,113.6,74.1,22.8,,,14.0,four wheel,gas,suv,AT
811,10948.0,2007,scion xd,,,,,,,,,,,,,,,,,
812,10097.0,2007,bmw z4,3128.2,6.07,215.0,70.1,44280.0,2.0,2.0,98.24,50.81999999999999,14.5,161.1,,24.5,rear wheel,gas,two seater,MT
813,9547.0,2007,scion xa,,9.41,103.0,66.7,2044.0,5.0,4.0,93.3,60.2,11.9,154.1,86.0,34.5,front wheel,gas,subcompact,AT
814,9205.0,2007,land rover lr2,,,,,,,,,,,,,,,,,
815,9033.0,2007,bmw 6,4099.5,3.69,500.0,73.0,90100.0,4.0,2.0,109.45,54.1,18.5,191.8,81.5,14.0,rear wheel,gas,subcompact,MT
816,8812.0,2007,volkswagen touareg,,6.56,350.0,75.9,7759.0,5.0,4.0,112.4,68.0,26.4,187.2,,16.0,four wheel,gas,suv,AT
817,8774.0,2007,chrysler crossfire,,6.13,215.0,69.5,6220.0,,,94.5,51.5,15.9,159.8,,19.0,rear wheel,gas,,
818,8382.0,2007,lincoln mark lt,,,,,,,,,,,,,14.0,rear wheel,gas,pickup truck,AT
819,8262.0,2007,mitsubishi raider,,7.95,235.0,71.9,4833.0,5.0,2.0,131.3,68.6,22.0,219.9,,16.5,four wheel,gas,,
820,7906.0,2007,mercedes benz cls class,4115.0,5.25,382.0,73.7,79550.0,4.0,4.0,112.4,54.7,21.1,193.0,93.0,17.0,rear wheel,gas,midsize,MT
821,7270.0,2007,mercedes benz slk,,,,,,,,,,,,,,,,,
822,6353.0,2007,audi a3,3417.333333333333,8.01,200.0,69.5,28713.33333333333,5.0,4.0,101.5,56.0,14.5,168.7,89.0,24.0,front wheel,gas,small station wagon,DCT
823,6262.0,2007,acura rl,,6.17,290.0,72.7,7770.0,5.0,4.0,110.2,57.1,19.4,193.6,99.0,19.0,all wheel,gas,midsize,AT
824,6126.0,2007,mercedes benz sl class,4334.5,5.44,382.0,71.5,135400.0,2.0,2.0,100.8,51.0,21.1,178.5,,17.0,rear wheel,gas,two seater,DCT
825,6027.0,2007,porsche cayman,,5.29,245.0,70.9,8208.0,2.0,2.0,95.1,51.4,16.9,172.1,,21.0,rear wheel,gas,two seater,AT
826,5767.0,2007,mazda rx 8,,5.77,232.0,69.7,4758.0,4.0,2.0,106.4,52.8,15.9,174.3,89.0,18.0,rear wheel,gas,subcompact,MT
827,5569.0,2007,buick terraza,,8.71,240.0,75.2,4798.0,7.0,4.0,121.1,72.0,25.0,205.0,,21.5,front wheel,gas,,
828,5522.0,2007,kia amanti,,7.14,264.0,72.8,4589.0,5.0,4.0,110.2,58.5,18.5,196.9,106.0,19.0,front wheel,gas,large,AT
829,5257.0,2007,saab 9 7x,,6.97,290.0,75.4,7054.0,5.0,4.0,113.0,68.5,22.0,193.2,,17.0,all wheel,gas,,
830,4819.0,2007,buick rainier,,,,,,,,,,,,,,,,,
831,4548.0,2007,volvo c70,,7.71,218.0,72.3,7036.0,4.0,2.0,103.9,55.1,16.4,180.4,,25.0,front wheel,gas,,
832,4487.0,2007,jaguar xk,,5.25,300.0,74.5,14550.0,4.0,2.0,108.3,52.3,18.8,188.6,74.0,19.0,rear wheel,gas,minicompact,AT
833,4474.0,2007,jaguar xj,3856.6,6.05,300.0,76.5,75535.0,5.0,4.0,122.4,57.17999999999999,22.42,205.3,106.2,22.5,rear wheel,gas,large,AT
834,4357.0,2007,saab 9 5,,6.32,260.0,70.5,6186.0,5.0,4.0,106.4,57.2,18.5,190.4,96.0,25.0,front wheel,gas,midsize,AT
835,4355.0,2007,audi tt,3364.875,5.38,250.0,69.4,40239.75,3.0,2.0,95.55,53.0,15.85,159.1,,22.5,all wheel,gas,two seater,DCT
836,4302.0,2007,honda s2000,,5.41,237.0,68.9,6165.0,2.0,2.0,94.5,,13.2,162.2,,20.0,rear wheel,gas,two seater,MT
837,4200.0,2007,pontiac gto,,4.79,400.0,72.5,5006.0,4.0,2.0,109.8,54.9,18.0,189.8,91.0,18.5,rear wheel,gas,compact,AT
838,4138.0,2007,isuzu i 280 i 350,,,,,,,,,,,,,,,,,
839,3927.0,2007,lexus sc430,,,,,,,,,,,,,,,,,
840,3826.0,2007,audi a8,,5.63,350.0,74.6,12402.0,,,115.9,56.9,23.8,199.3,100.0,18.0,all wheel,gas,midsize,AT
841,3769.0,2007,volvo v70,,5.65,300.0,71.0,7369.0,5.0,4.0,108.5,57.6,18.0,185.4,,21.5,all wheel,gas,,
842,3672.0,2007,mercedes benz cl class,,5.7,382.0,73.7,17982.0,,,116.3,55.8,23.8,199.4,105.0,17.5,rear wheel,gas,,
843,3622.0,2007,porsche boxster,,4.75,295.0,70.9,6570.0,,,95.1,50.9,16.9,171.6,,21.0,rear wheel,gas,two seater,AT
844,3524.0,2007,jaguar s type,,6.11,300.0,71.6,9960.0,5.0,4.0,114.5,57.0,18.4,193.1,112.1,22.0,rear wheel,gas,,
845,3251.0,2007,toyota land cruiser,5425.0,8.28,265.0,76.4,56215.0,8.0,4.0,112.2,73.2,25.4,192.5,,13.5,four wheel,gas,suv,AT
846,3198.0,2007,jaguar x type,,7.03,227.0,70.4,7079.0,5.0,4.0,106.7,58.4,16.0,185.5,90.0,18.0,all wheel,gas,compact,AT
847,2948.0,2007,isuzu ascender,,6.91,291.0,76.1,4672.0,,,113.0,74.5,21.7,191.6,,17.0,rear wheel,gas,,
848,2850.0,2007,volvo v50,,6.45,218.0,69.7,5434.0,5.0,4.0,103.9,57.2,15.1,,,22.5,all wheel,gas,,
849,2657.0,2007,mazda b,,,,,,,,,,,,,,,,,
850,2468.0,2007,lexus lx470,,,,,,,,,,,,,,,,,
851,2390.0,2007,ford freestar,,9.67,201.0,,4799.0,7.0,4.0,120.8,,26.0,,206.8,20.0,front wheel,gas,,
852,2090.0,2007,volvo c30,,,,,,,,,,,,,,,,,
853,1750.0,2007,cadillac xlr,,5.57,320.0,72.3,14100.0,2.0,2.0,105.7,50.4,18.0,177.7,,18.0,rear wheel,gas,two seater,AT
854,1478.0,2007,dodge stratus,,7.86,200.0,70.6,3800.0,,,108.0,54.4,16.0,191.2,110.0,22.0,front wheel,gas,compact,AT
855,1474.0,2007,saturn relay,,9.62,240.0,72.0,3882.0,7.0,4.0,121.1,68.6,25.0,204.9,,19.5,front wheel,gas,,
856,1359.0,2007,pontiac montana sv6,,9.79,201.0,72.0,3880.0,,,121.1,72.0,25.0,205.6,,19.5,front wheel,gas,,
857,1152.0,2007,mercedes benz g class,5567.5,7.83,292.0,71.3,95600.0,5.0,4.0,112.2,77.8,25.0,185.6,124.0,13.5,four wheel,gas,suv,AT
858,1127.0,2007,subaru baja,,7.88,165.0,,3599.0,4.0,4.0,104.3,65.1,16.9,193.3,,25.5,all wheel,gas,,
859,700.0,2007,mercury monterey,,9.6,201.0,76.6,5147.0,7.0,4.0,120.8,70.8,26.0,201.0,,20.0,front wheel,gas,,
860,625.0,2007,audi a5,,,,,,,,,,,,,,,,,
861,435.0,2007,dodge viper,,3.53,510.0,75.2,13103.0,,,98.8,,18.5,175.5,,15.0,rear wheel,gas,,
862,401.0,2007,mitsubishi montero,,8.82,215.0,74.8,5785.0,,,109.7,74.2,23.8,190.2,,15.0,four wheel,gas,suv,AT
863,315.0,2007,suzuki verona,,9.81,155.0,71.5,3247.0,5.0,4.0,106.3,57.1,17.2,187.8,101.0,23.5,front wheel,gas,midsize,AT
864,305.0,2007,infiniti ex35,,,,,,,,,,,,,,,,,
865,296.0,2007,acura rsx,,8.54,155.0,67.9,3396.0,4.0,2.0,101.2,54.9,13.2,172.4,97.0,29.5,front wheel,gas,subcompact,MT
866,244.0,2007,chevrolet ssr,,,395.0,,6278.0,2.0,2.0,116.0,63.8,25.0,,,17.0,rear wheel,gas,,
867,240.0,2007,audi r8,,,,,,,,,,,,,,,,,
868,231.0,2007,ford gt,3350.0,,550.0,76.9,149995.0,2.0,2.0,106.7,,17.5,182.8,,17.0,rear wheel,gas,two seater,MT
