,Total_Sales,Year,cleaned_name,curb_weight_lbs,speed_sec,horsepower_hp,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,length_in,vol_cubft,mpg_comb,drivetrain,fuel,class,transmission
2557,4882.0,2013,volvo xc70,,8.24,240.0,73.3,18056.0,5.0,4.0,110.0,,18.5,,134.9,20.0,front wheel,gas,,
2558,4802.0,2013,honda insight,2758.0,11.84,98.0,66.7,21207.5,5.0,4.0,100.4,56.2,10.6,172.3,85.0,41.0,front wheel,electric,compact,MT
2559,4757.0,2013,mercedes benz slk class,,6.73,201.0,71.5,21021.0,,,95.7,51.2,18.5,162.8,,27.0,rear wheel,gas,,
2560,4625.0,2013,lexus lx570,,,,,,,,,,,,,,,,,
2561,4570.0,2013,porsche boxster,,4.43,315.0,70.9,26080.0,2.0,2.0,97.4,50.4,16.9,172.2,,24.0,rear wheel,gas,two seater,MT
2562,4550.0,2013,honda cr z,,8.7,130.0,68.5,10610.0,2.0,2.0,95.9,54.9,10.6,160.5,,33.0,front wheel,gas,two seater,MT
2563,4178.0,2013,volkswagen eos,,7.31,200.0,70.5,16978.0,4.0,2.0,101.5,56.9,14.5,174.1,77.0,25.0,front wheel,gas,subcompact,AT
2564,4046.0,2013,scion iq,,10.08,94.0,66.1,7592.0,,,78.7,59.1,8.5,,74.0,37.0,front wheel,gas,minicompact,AT
2565,3899.0,2013,chevrolet caprice ppv,,,,,,,,,,,,,,,,,
2566,3578.0,2013,hyundai equus,,5.31,429.0,74.4,32462.0,4.0,4.0,119.9,58.7,20.3,203.1,111.0,18.0,rear wheel,gas,large,AT
2567,3412.0,2013,chevrolet colorado,,,185.0,,24441.11111111111,4.666666666666667,2.555555555555556,122.73333333333332,66.36666666666666,19.0,207.1,,19.166666666666668,rear wheel,gas,,DCT
2568,3383.0,2013,porsche cayman,,4.45,320.0,70.9,10374.0,2.0,2.0,95.1,51.4,16.9,172.3,,22.5,rear wheel,gas,two seater,AT
2569,3315.0,2013,land rover lr2,,6.98,240.0,,17836.0,5.0,4.0,104.7,68.5,18.5,,,20.0,all wheel,gas,small suv,AT
2570,3262.0,2013,mini paceman,,6.16,215.0,70.3,17395.0,4.0,2.0,102.2,59.9,12.4,162.2,,,all wheel,gas,,
2571,3234.0,2013,volvo c70,,8.13,227.0,72.3,20188.0,4.0,2.0,103.9,,16.4,181.7,,23.5,front wheel,gas,,
2572,3082.0,2013,toyota land cruiser,5730.0,6.57,381.0,77.6,78555.0,8.0,4.0,112.2,74.0,24.6,194.9,,15.0,four wheel,gas,suv,DCT
2573,2935.0,2013,mitsubishi mirage,,,,,,,,,,,,,,,,,
2574,2859.0,2013,suzuki sx4,,8.2,150.0,68.1,7764.0,5.0,4.0,98.4,60.8,13.2,177.6,90.0,25.0,front wheel,gas,subcompact,MT
2575,2494.0,2013,mercedes benz g class,5671.5,6.43,382.0,71.8,123650.0,5.0,4.0,112.2,76.0,25.4,184.5,124.0,13.0,all wheel,gas,suv,DCT
2576,2480.0,2013,bmw z4,3461.0,5.98,240.0,70.5,55566.66666666666,2.0,2.0,98.3,50.73333333333333,14.5,167.0,,22.0,rear wheel,gas,two seater,MT
2577,2250.0,2013,jaguar f type,,,,,,,,,,,,,,,,,
2578,2164.0,2013,infiniti ex qx50,,,,,,,,,,,,,,,,,
2579,2109.0,2013,volkswagen routan,,7.32,283.0,76.9,17712.0,7.0,4.0,121.2,68.9,20.5,202.5,,20.0,front wheel,gas,minivan,AT
2580,2053.0,2013,audi tt,3236.4,5.94,211.0,72.5,43560.0,3.2,2.0,97.2,53.3,14.78,164.5,73.9,24.8,all wheel,gas,subcompact,DCT
2581,1935.0,2013,volvo s80,,7.75,240.0,73.3,21070.0,5.0,4.0,111.6,,18.5,191.0,,23.0,front wheel,gas,,
2582,1602.0,2013,suzuki kizashi,,7.75,185.0,71.7,9799.0,5.0,4.0,106.3,58.3,16.6,183.1,92.0,25.0,front wheel,gas,compact,AT
2583,1598.0,2013,subaru tribeca,,6.55,256.0,,15971.0,7.0,4.0,108.2,,16.9,,,18.0,all wheel,gas,,
2584,1441.0,2013,mitsubishi galant,,9.79,160.0,72.4,9719.0,5.0,4.0,108.3,58.0,17.7,191.1,101.0,24.0,front wheel,gas,midsize,AT
2585,1361.0,2013,volvo c30,,6.58,227.0,70.2,13646.0,4.0,2.0,103.9,57.0,15.9,167.4,104.5,25.0,front wheel,gas,,
2586,1346.0,2013,jaguar xk,,3.67,510.0,79.8,47775.0,4.0,2.0,108.3,52.0,16.1,188.7,74.0,19.0,rear wheel,gas,minicompact,AT
2587,1236.0,2013,nissan gt r,3823.5,3.26,545.0,74.6,101570.0,4.0,2.0,109.4,53.9,19.5,183.8,79.0,19.0,all wheel,gas,subcompact,DCT
2588,1037.0,2013,suzuki grand vitara,,8.66,166.0,71.3,10951.0,5.0,4.0,103.9,66.7,17.4,169.3,,22.0,four wheel,gas,small suv,MT
2589,1029.0,2013,mitsubishi i miev,,,,62.4,11650.0,4.0,4.0,100.4,63.6,,144.7,85.0,112.0,rear wheel,electric,subcompact,AT
2590,929.0,2013,gmc canyon,,,185.0,,25018.571428571428,4.5,2.7142857142857144,121.79999999999998,66.74285714285716,19.0,207.1,,19.785714285714285,four wheel,gas,,DCT
2591,857.0,2013,audi a3,3323.5,6.98,200.0,78.5,29280.0,5.0,4.0,101.5,56.0,14.525,169.0,89.0,24.0,front wheel,gas,small station wagon,DCT
2592,813.0,2013,audi r8,,3.66,525.0,75.0,65080.0,2.0,2.0,104.3,,21.1,174.6,,14.0,all wheel,gas,two seater,AT
2593,591.0,2013,dodge srt viper,,2.95,640.0,76.4,58993.0,2.0,2.0,98.8,,16.0,175.7,,15.0,rear wheel,gas,,
2594,476.0,2013,mercedes benz cl class,,5.14,429.0,73.7,56497.0,,,116.3,55.8,21.9,199.4,105.0,19.5,all wheel,gas,,
2595,451.0,2013,mercedes benz sls amg,,3.15,563.0,76.3,100940.0,2.0,2.0,105.5,,26.2,182.6,,16.0,rear wheel,gas,two seater,AT
2596,448.0,2013,suzuki equator,,7.3,152.0,,9179.0,5.0,2.0,125.9,68.7,21.1,220.1,,19.0,rear wheel,gas,,
2597,418.0,2013,chevrolet ss,,,,,,,,,,,,,,,,,
2598,361.0,2013,acura zdx,,6.47,300.0,78.5,24950.0,5.0,4.0,108.3,62.8,21.0,192.4,,19.0,all wheel,gas,,
2599,175.0,2013,hyundai veracruz,,7.22,260.0,76.6,14478.0,7.0,4.0,110.4,71.1,20.6,190.6,150.6,18.0,all wheel,gas,,
2620,19366.0,2013,ford ranger,,,207.0,71.3,21715.555555555555,4.222222222222222,2.0,122.5888888888889,66.58888888888889,18.944444444444443,203.6,,20.11111111111111,rear wheel,gas,,MT
2621,4429.0,2013,ford crown victoria,,7.61,239.0,77.3,10167.0,,,114.7,56.8,19.0,212.0,128.0,20.0,rear wheel,flex fuel,large,AT
2622,3269.0,2013,dodge nitro,,7.03,260.0,,9263.0,5.0,4.0,108.8,,19.5,178.9,,18.0,rear wheel,gas,,
2623,1001.0,2013,lincoln town car,,,,,,,,,,,,109.0,18.0,rear wheel,gas,large,AT
2624,490.0,2013,dodge dakota,,8.82,210.0,,10415.0,4.0,2.0,131.3,68.7,22.0,,,17.5,rear wheel,gas,,
2631,428606.0,2014,toyota camry,3329.4736842105262,8.46,178.0,71.7,25810.263157894737,5.0,4.0,109.29999999999995,57.9,17.0,189.2,103.0,28.0,front wheel,gas,midsize,AT
2632,388374.0,2014,honda accord,,8.48,185.0,72.8,15167.0,,,107.3,56.5,17.2,189.2,195.0,29.0,front wheel,gas,midsize,AT
2633,339498.0,2014,toyota corolla,2850.833333333333,9.61,132.0,69.9,19100.0,5.0,4.0,106.29999999999995,57.29999999999999,13.199999999999998,183.1,98.0,30.0,front wheel,gas,compact,MT
2634,335644.0,2014,nissan altima,3214.714285714286,8.44,270.0,72.0,26111.42857142857,5.0,4.0,109.29999999999998,57.98571428571427,18.0,191.5,102.0,31.0,front wheel,gas,midsize,MT
2635,325981.0,2014,honda civic,2901.6363636363635,9.36,143.0,69.0,22926.36363636364,5.0,4.0,105.1,56.5,12.254545454545456,179.4,178.0,33.0,front wheel,gas,compact,MT
2636,306860.0,2014,ford fusion,3559.1428571428573,8.12,188.0,72.9,27893.571428571428,5.0,4.0,112.20000000000002,58.057142857142864,15.571428571428571,191.8,102.79999999999998,34.0,front wheel,electric,midsize,AT
2637,273060.0,2014,chevrolet cruze,3191.5,9.3,138.0,70.7,21059.166666666668,5.0,4.0,105.7,58.1,15.1,181.0,94.0,32.0,front wheel,gas,midsize,MT
2638,222023.0,2014,hyundai elantra,2862.3846153846152,9.0,145.0,69.9,20153.846153846152,5.0,3.692307692307693,105.68461538461536,56.82307692307692,13.076923076923077,179.1,96.0,31.0,front wheel,gas,midsize,DCT
2639,219634.0,2014,ford focus,3027.333333333333,6.12,252.0,71.7,21047.5,5.0,4.0,104.3,57.81666666666666,12.4,171.7,90.7,29.33333333333333,front wheel,gas,compact,MT
2640,216936.0,2014,hyundai sonata,3362.1428571428573,6.15,274.0,72.2,25100.0,5.0,4.0,110.0,57.89999999999999,18.5,189.8,104.0,27.0,front wheel,gas,large,DCT
2641,188519.0,2014,chevrolet malibu,3495.25,8.25,196.0,73.0,24921.25,5.0,4.0,107.8,57.6,17.15,191.5,100.0,24.0,front wheel,gas,midsize,DCT
2642,183268.0,2014,nissan sentra,2845.285714285714,9.57,130.0,69.3,17704.285714285714,5.0,4.0,106.29999999999998,58.89999999999999,13.2,182.1,96.0,30.0,front wheel,gas,midsize,MT
2643,160873.0,2014,volkswagen jetta,3270.0714285714284,10.88,115.0,70.0,25772.14285714286,5.0,4.0,101.5,59.20000000000001,14.5,182.2,94.0,32.0,front wheel,gas,small station wagon,DCT
2644,141354.0,2014,volkswagen jetta sedan,,10.88,115.0,70.0,10437.0,5.0,4.0,104.4,57.2,14.5,182.2,,25.0,front wheel,gas,,
2645,19519.0,2014,volkswagen jetta sportwagen,,8.15,170.0,70.1,12815.0,,,101.5,59.2,14.5,179.4,92.0,32.0,front wheel,gas,small station wagon,MT
2646,159020.0,2014,kia optima,3354.4,8.25,192.0,72.1,26750.0,5.0,4.0,110.0,57.1,18.5,190.7,102.0,24.0,front wheel,gas,midsize,AT
2647,145316.0,2014,kia soul,2837.75,8.33,164.0,70.9,17675.0,5.0,4.0,101.2,63.0,14.2,163.0,101.0,26.0,front wheel,gas,small station wagon,AT
2648,142232.0,2014,bmw 3 4 ³,,,,,,,,,,,,,,,,,
2649,140280.0,2014,chevrolet impala,3749.6666666666665,6.21,182.0,73.0,30619.0,5.0,4.0,111.7,58.9,17.419999999999998,201.3,105.0,24.0,front wheel,electric,large,DCT
2650,139781.0,2014,nissan versa,2442.625,9.09,109.0,66.7,14515.0,5.0,4.0,102.4,59.93750000000001,10.8,175.4,184.0,35.0,front wheel,gas,compact,MT
2651,138790.0,2014,subaru outback,3486.909090909091,7.51,173.0,,26631.36363636364,5.0,4.0,107.9,65.79999999999998,18.5,,105.4,24.727272727272727,all wheel,gas,small suv,MT
2652,136040.0,2014,toyota prius,3083.0,12.78,134.0,68.7,28883.33333333333,5.0,4.0,106.3,58.7,11.466666666666669,176.4,94.0,48.0,front wheel,electric,midsize,AT
2653,122776.0,2014,toyota prius sedan,,,,,,,,,,,,,,,,,
2654,13264.0,2014,toyota prius plug in,,10.41,134.0,68.7,20244.0,,,106.3,58.7,10.6,176.4,115.3,,front wheel,hybrid,,
2655,117363.0,2014,chrysler 200,,7.08,283.0,72.5,19108.0,4.0,2.0,108.9,57.9,16.9,194.8,100.0,24.0,front wheel,gas,midsize,AT
2656,104985.0,2014,mazda 3,,7.93,155.0,70.7,9828.0,,,106.3,57.3,13.2,180.3,108.7,35.0,front wheel,gas,compact,MT
2657,96649.0,2014,volkswagen passat,3252.825,8.84,170.0,72.2,25788.25,5.0,4.0,110.40000000000003,58.5,18.5,191.6,102.0,23.0,front wheel,gas,midsize,AT
2658,94099.0,2014,dodge charger,4199.4375,6.3,292.0,75.0,32743.75,5.0,4.0,120.20000000000005,58.399999999999984,19.5,199.9,105.0,21.0,rear wheel,gas,large,AT
2659,93518.0,2014,chevrolet sonic,2764.25,9.15,138.0,68.3,17063.75,5.0,4.0,99.4,59.6,12.2,173.1,91.0,28.0,front wheel,gas,subcompact,MT
2660,86297.0,2014,chevrolet camaro,3977.625,5.23,323.0,75.5,42673.75,4.0,2.0,112.29999999999998,54.1625,19.0,190.6,93.0,18.0,rear wheel,gas,compact,MT
2661,83858.0,2014,dodge dart,,7.68,184.0,72.0,12177.0,5.0,4.0,106.4,,15.8,183.9,97.0,27.0,front wheel,gas,midsize,AT
2662,57996.0,2014,subaru impreza,3026.076923076923,7.48,148.0,68.5,20495.0,5.0,4.0,104.09999999999998,57.74615384615386,14.5,180.3,97.2692307692308,29.23076923076923,all wheel,gas,small station wagon,MT
2663,25492.0,2014,subaru impreza wrx sti,,,,,,,,,,,,,,,,,
2664,82635.0,2014,ford mustang,3679.5,4.31,420.0,73.9,36650.0,4.0,2.0,107.1,55.77,16.0,188.5,83.0,22.0,rear wheel,gas,subcompact,MT
2665,75065.0,2014,mercedes benz c class,3635.7,7.54,201.0,69.7,44430.0,4.6,3.2,108.74,55.8,17.400000000000002,180.8,85.32000000000001,21.33333333333333,rear wheel,gas,compact,DCT
2666,72508.0,2014,lexus es,3660.0,8.6,200.0,71.7,39500.0,5.0,4.0,111.0,57.1,17.2,192.7,100.1,40.0,front wheel,electric,midsize,DCT
2667,70956.0,2014,subaru xv crosstrek,,8.61,160.0,70.1,15077.0,,,103.7,63.6,13.7,175.2,119.0,31.0,all wheel,hybrid,,
2668,69336.0,2014,kia forte,2857.7,7.92,173.0,70.1,19580.0,5.0,3.2,106.29999999999998,56.28,13.2,179.5,96.0,28.0,front wheel,gas,midsize,MT
2669,67183.0,2014,toyota avalon,3491.25,6.62,268.0,72.2,35046.25,5.0,4.0,111.0,57.5,17.0,195.2,104.0,25.0,front wheel,gas,midsize,AT
2670,66400.0,2014,mercedes benz e class,4115.7,9.31,195.0,73.0,62340.5,4.95,3.5,112.07500000000002,56.96999999999999,20.175,192.1,97.00000000000004,24.0,all wheel,gas,midsize,AT
2671,63309.0,2014,hyundai accent,2541.833333333333,8.65,138.0,66.9,15845.0,5.0,4.0,101.2,57.1,11.4,172.0,180.0,30.0,front wheel,gas,compact,MT
2672,63192.0,2014,ford fiesta,2580.714285714286,9.03,120.0,67.8,16980.0,5.0,4.0,98.0,57.92857142857143,12.400000000000002,173.6,85.10000000000001,30.714285714285715,front wheel,gas,subcompact,MT
2673,52395.0,2014,ford taurus,4157.333333333333,5.69,288.0,76.2,32863.333333333336,5.0,4.0,112.9,60.7,19.0,202.9,102.2,21.83333333333333,front wheel,gas,large,AT
2674,10234.0,2014,ford taurus poice interceptor,,,,,,,,,,,,,,,,,
2675,59340.0,2014,honda fit,2571.6,8.98,117.0,66.7,17322.0,5.0,4.0,98.4,60.0,10.6,161.6,90.8,29.8,front wheel,gas,small station wagon,AT
2676,53382.0,2014,chrysler 300,4151.928571428572,4.44,470.0,75.0,38967.142857142855,5.0,4.0,120.20000000000005,58.60714285714287,19.5,198.6,106.0,18.0,rear wheel,gas,large,AT
2677,53224.0,2014,mazda 6,,7.67,184.0,72.4,12174.0,,,111.4,57.1,16.4,191.5,100.0,29.0,front wheel,gas,midsize,MT
2678,52704.0,2014,bmw 5,4411.583333333333,7.13,241.0,73.2,60575.0,5.0,4.0,118.16666666666669,58.866666666666674,18.433333333333334,193.4,104.6818181818182,23.5,rear wheel,gas,midsize,DCT
2679,52270.0,2014,subaru legacy,3414.6,8.01,173.0,71.7,24185.0,5.0,4.0,108.29999999999998,59.3,18.5,187.2,102.4,26.0,all wheel,gas,midsize,DCT
2680,51705.0,2014,dodge avenger,,9.07,173.0,72.8,11945.0,5.0,4.0,108.9,58.4,16.9,192.6,100.0,24.0,front wheel,gas,midsize,AT
2681,51611.0,2014,dodge challenger,4007.818181818182,5.99,305.0,75.7,31147.727272727272,5.0,2.0,116.0,57.100000000000016,19.5,197.7,94.0,21.0,rear wheel,gas,midsize,MT
2682,51468.0,2014,buick lacrosse,3967.3333333333335,6.02,303.0,73.1,37835.0,5.0,4.0,111.7,59.2,17.599999999999998,196.9,100.0,21.0,front wheel,gas,midsize,DCT
2683,51358.0,2014,lexus is,,7.51,204.0,70.9,13518.0,,,110.2,56.3,17.4,183.7,101.0,25.5,rear wheel,gas,,
2684,50401.0,2014,nissan maxima,3573.25,6.36,290.0,73.2,33607.5,5.0,4.0,109.3,57.8,20.0,190.6,96.0,22.0,front wheel,gas,midsize,MT
2685,43743.0,2014,buick verano,,8.61,180.0,71.4,13746.0,,,105.7,58.1,15.6,183.9,91.0,24.0,front wheel,gas,compact,MT
2686,40570.0,2014,toyota prius c,2500.0,,99.0,66.7,21058.75,5.0,4.0,100.4,56.9,9.5,157.3,87.0,50.0,front wheel,electric,compact,AT
2687,39159.0,2014,chevrolet spark,2629.0,10.63,140.0,64.0,19427.5,4.0,4.0,93.5,61.8,9.2,146.5,86.0,33.0,front wheel,gas,subcompact,MT
2688,38679.0,2014,audi a4,3612.0,6.64,220.0,71.9,34800.0,5.0,4.0,110.6,56.2,16.099999999999998,185.1,91.0,26.0,all wheel,gas,compact,MT
2689,33993.0,2014,audi a4 sedan avant,,,,,,,,,,,,,,,,,
2690,4686.0,2014,audi a4 allroad,,,,,,,,,,,,,,,,,
2691,36899.0,2014,infiniti q50,3836.0,,,,43300.0,5.0,4.0,112.20000000000002,57.000000000000014,19.12,,100.0,23.0,rear wheel,gas,midsize,DCT
2692,35933.0,2014,kia rio,2463.625,8.49,138.0,67.7,15972.5,5.0,4.0,101.20000000000002,57.3,11.400000000000002,159.3,177.0,30.0,front wheel,gas,compact,AT
2693,34839.0,2014,chevrolet corvette,3330.0,3.75,455.0,73.9,57500.0,2.0,2.0,106.70000000000005,,18.5,176.9,,21.0,rear wheel,gas,two seater,MT
2694,34009.0,2014,lincoln mkz,3807.0,,,,35820.0,5.0,4.0,112.2,58.13333333333333,15.833333333333334,,96.46666666666664,29.666666666666668,front wheel,gas,midsize,AT
2695,33708.0,2014,fiat 500,2443.333333333333,7.21,160.0,64.1,21225.555555555555,4.0,2.0,90.6,59.54444444444445,10.5,144.4,76.0,30.0,front wheel,gas,minicompact,MT
2696,17362.0,2014,volkswagen golf gti,,6.76,200.0,70.0,14616.0,,,101.5,57.8,14.5,165.9,108.1,28.5,front wheel,gas,,
2697,15941.0,2014,volkswagen golf,3113.8888888888887,8.75,140.0,70.3,26229.444444444445,5.0,4.0,101.5,58.06666666666667,14.5,165.4,94.0,32.0,front wheel,diesel,compact,MT
2698,357.0,2014,volkswagen e golf,,,,,,,,,,,,,,,,,
2700,31385.0,2014,mini cooper,2682.5,6.76,189.0,68.0,21775.0,4.0,2.0,98.2,55.7,11.1,151.9,77.0,30.5,front wheel,gas,minicompact,MT
2701,22843.0,2014,mini cooper hardtop,,,,,,,,,,,,,,,,,
2702,3536.0,2014,mini cooper convertible,,6.41,208.0,66.3,20474.0,4.0,2.0,97.1,55.7,13.2,146.8,72.0,29.0,front wheel,gas,minicompact,AT
2703,2613.0,2014,mini cooper clubman,,7.12,181.0,66.3,14558.0,4.0,3.0,100.3,56.4,13.2,155.9,80.0,29.0,front wheel,gas,subcompact,AT
2704,1437.0,2014,mini cooper roadster,,6.3,208.0,66.3,20706.0,2.0,2.0,97.1,54.8,13.2,148.0,,29.0,front wheel,gas,two seater,AT
2705,956.0,2014,mini cooper coupe,,6.83,181.0,66.3,14355.0,2.0,2.0,97.1,54.5,13.2,147.0,,30.0,front wheel,gas,two seater,AT
2706,31115.0,2014,cadillac cts,3945.681818181818,6.11,318.0,72.5,50608.181818181816,4.727272727272728,3.4545454545454546,113.94545454545454,57.09090909090912,18.454545454545453,192.0,198.0,21.0,rear wheel,gas,midsize,AT
2707,30762.0,2014,toyota prius v,,,134.0,69.9,17629.0,5.0,4.0,109.4,62.0,11.9,181.7,97.0,41.0,front wheel,gas,midsize station wagon,AT
2708,30200.0,2014,nissan leaf,3295.6666666666665,12.83,107.0,69.7,32000.0,5.0,4.0,106.3,61.0,,175.0,92.0,114.0,front wheel,electric,midsize,AT
2709,29992.0,2014,hyundai genesis ³,,,,,,,,,,,,,,,,,
2710,29991.0,2014,toyota venza,,7.2,268.0,75.0,16211.0,5.0,4.0,109.3,63.4,17.7,189.0,,23.0,front wheel,gas,small suv,AT
2711,29890.0,2014,cadillac ats,3473.25,5.93,272.0,71.1,41855.625,5.0,4.0,109.29999999999995,55.899999999999984,16.0,182.8,91.0,26.0,rear wheel,gas,compact,AT
2712,29182.0,2014,volkswagen beetle,3032.7619047619046,7.76,170.0,71.2,25890.714285714286,4.0,2.0,99.90000000000003,58.5,14.5,168.4,85.0,32.0,front wheel,gas,subcompact,DCT
2713,17414.0,2014,volkswagen beetle coupe,,8.39,170.0,71.2,12409.0,4.0,2.0,100.0,58.5,14.5,168.4,,28.0,front wheel,gas,,
2714,11768.0,2014,volkswagen beetle convertible,3252.266666666667,8.79,170.0,71.2,29775.666666666668,4.0,2.0,100.0,58.0,14.5,168.4,81.0,31.0,front wheel,gas,subcompact,AT
2715,27598.0,2014,hyundai veloster,2708.692307692308,8.11,132.0,70.5,20488.46153846154,4.0,3.0,104.29999999999995,55.100000000000016,13.199999999999998,166.1,90.0,26.0,front wheel,gas,compact,DCT
2716,27595.0,2014,ford c max,,,,,,,,,,,,,,,,,
2717,27365.0,2014,mercedes benz cla class,3383.6666666666665,6.73,208.0,70.0,36416.66666666666,5.0,4.0,106.3,56.3,13.733333333333334,182.3,,27.666666666666668,all wheel,gas,subcompact,DCT
2718,25276.0,2014,mercedes benz s class,4769.333333333333,5.25,449.0,74.8,109433.33333333331,5.0,4.0,124.59999999999998,58.79999999999999,21.1,206.5,109.0,20.0,all wheel,gas,large,AT
2719,24335.0,2014,cadillac xts,4084.375,6.7,305.0,72.91,52701.66666666666,5.0,4.0,111.70000000000002,59.45000000000001,19.25,202.0,104.0,21.0,front wheel,gas,large,AT
2720,23941.0,2014,audi a6,3990.5,5.91,220.0,73.8,50225.0,5.0,4.0,114.70000000000002,57.8,19.8,193.9,98.0,28.0,all wheel,gas,midsize,DCT
2721,22560.0,2014,buick regal,3710.25,6.31,259.0,73.1,34090.0,5.0,4.0,107.79999999999998,58.3,18.0,190.2,98.0,24.0,front wheel,gas,midsize,AT
2722,22250.0,2014,audi a3,3323.5,6.98,200.0,78.5,29280.0,5.0,4.0,101.5,56.0,14.525,169.0,89.0,26.5,front wheel,gas,small station wagon,DCT
2723,22198.0,2014,lexus gs,,5.93,306.0,72.4,27666.0,,,112.2,57.3,17.4,190.7,113.0,24.0,rear wheel,gas,,
2724,20457.0,2014,volvo s60,3694.307692307693,5.48,325.0,73.4,38488.46153846154,5.0,4.0,109.29999999999995,58.399999999999984,17.800000000000004,182.2,93.0,22.53846153846154,all wheel,gas,compact,DCT
2725,19127.0,2014,acura tlx,,,,,,,,,,,,,,,,,
2726,18805.0,2014,chevrolet volt,3786.0,,149.0,70.4,34185.0,4.0,4.0,105.7,56.64,9.3,177.1,90.0,37.0,front wheel,electric,compact,AT
2727,17947.0,2014,scion tc,,8.3,179.0,70.7,11721.0,5.0,2.0,106.3,55.7,14.5,176.6,90.0,26.0,front wheel,gas,compact,AT
2728,17854.0,2014,acura ilx,2968.0,6.83,201.0,70.6,30066.666666666668,5.0,4.0,105.1,55.6,13.2,179.1,89.0,27.0,front wheel,gas,compact,AT
2729,17673.0,2014,lexus ct200h,,,,,,,,,,,,,,,,,
2730,16708.0,2014,mitsubishi mirage,2012.25,,74.0,65.6,14095.0,5.0,4.0,96.5,59.1,9.2,148.8,172.0,36.0,front wheel,gas,subcompact,MT
2731,16620.0,2014,audi a5,3797.5,6.49,220.0,73.0,42575.0,4.0,2.0,108.29999999999995,54.19999999999999,16.099999999999998,182.1,82.5,25.25,all wheel,gas,subcompact,DCT
2732,16583.0,2014,scion xb,,8.9,158.0,69.3,11843.0,5.0,4.0,102.4,63.4,14.0,168.1,101.0,24.0,front wheel,gas,small station wagon,AT
2733,16495.0,2014,mitsubishi lancer,,5.2,291.0,71.3,20297.0,5.0,4.0,104.3,58.3,14.5,177.0,93.0,28.0,all wheel,gas,compact,MT
2734,15590.0,2014,infiniti q40 g sedan,,,,,,,,,,,,,,,,,
2735,14062.0,2014,scion fr s,,6.51,200.0,69.9,15892.0,4.0,2.0,101.2,50.6,13.2,166.7,77.0,25.0,rear wheel,gas,minicompact,MT
2736,13615.0,2014,mazda 2,,9.52,100.0,66.7,9401.0,,,98.0,58.1,11.3,155.5,87.0,31.0,front wheel,gas,compact,MT
2737,13274.0,2014,toyota yaris,2309.285714285714,9.08,106.0,66.7,15917.857142857143,5.0,3.142857142857143,98.79999999999998,59.39999999999999,11.099999999999998,153.5,85.0,33.0,front wheel,gas,compact,DCT
2738,12413.0,2014,fiat 500l,3215.75,8.56,160.0,69.8,21345.0,5.0,4.0,102.8,65.7,13.2,166.5,99.7,27.75,front wheel,gas,small station wagon,MT
2739,11802.0,2014,honda crosstour,,6.48,278.0,74.7,20381.0,5.0,4.0,110.1,61.5,18.5,,100.8,22.0,four wheel,gas,,
2740,10616.0,2014,acura tl,,6.83,280.0,74.0,24336.0,5.0,4.0,109.3,57.2,18.5,194.0,111.3,23.0,front wheel,gas,midsize,AT
2741,10453.0,2014,smart fortwo,1822.6666666666667,9.2,70.0,61.4,15376.666666666666,2.0,2.0,73.5,60.70000000000001,8.7,,,36.0,rear wheel,gas,two seater,MT
2742,10433.0,2014,porsche 911,3314.5,4.32,350.0,72.9,122726.25,3.875,2.0,96.5125,50.975,17.587500000000002,176.8,,20.8,all wheel,gas,minicompact,MT
2743,9995.0,2014,volkswagen cc,,7.5,200.0,73.0,20499.0,5.0,4.0,106.7,55.8,18.5,188.9,94.0,25.0,front wheel,gas,compact,AT
2744,9744.0,2014,bmw 7,4688.153846153846,6.39,315.0,74.9,103700.0,5.0,4.0,124.2846153846154,58.33846153846153,21.02307692307692,199.8,111.53846153846152,19.923076923076923,rear wheel,gas,large,AT
2745,9267.0,2014,kia cadenza,3730.0,6.47,293.0,72.8,38750.0,5.0,4.0,112.0,58.1,18.5,195.5,106.0,22.0,front wheel,gas,large,AT
2746,8647.0,2014,bmw 6,4362.166666666667,6.04,315.0,74.6,85783.33333333333,4.333333333333333,2.6666666666666665,113.90000000000002,54.13333333333333,18.5,192.8,88.0,21.58333333333333,rear wheel,gas,subcompact,AT
2747,8559.0,2014,lexus ls,4684.5,4.79,386.0,73.8,88877.5,5.0,4.0,120.5,58.25,22.2,205.0,102.5,18.75,all wheel,gas,midsize,AT
2748,8160.0,2014,lincoln mks,,,,,,,,,,,,,,,,,
2749,8133.0,2014,audi a7,4233.0,7.45,240.0,75.2,65700.0,5.0,4.0,114.7,55.9,19.8,195.6,94.0,25.0,all wheel,diesel,midsize,DCT
2750,7740.0,2014,infiniti q60,3877.25,,,,49881.25,4.0,2.0,112.20000000000002,55.0125,20.0,,84.4375,20.375,rear wheel,gas,subcompact,MT
2751,7504.0,2014,subaru brz,2786.6666666666665,6.54,200.0,69.9,27295.0,4.0,2.0,101.2,50.6,13.199999999999998,166.7,77.0,24.0,rear wheel,gas,minicompact,MT
2752,7377.0,2014,scion xd,,9.47,128.0,67.9,9697.0,5.0,4.0,96.9,59.4,11.1,154.7,84.0,29.0,front wheel,gas,subcompact,AT
2753,7345.0,2014,bmw 1 2 ³,,,,,,,,,,,,,,,,,
2754,7232.0,2014,hyundai azera,,6.38,293.0,73.2,17980.0,5.0,4.0,112.0,57.9,18.5,193.3,106.0,23.0,front wheel,gas,large,AT
