,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,Year,height_in,length_in,width_in,drivetrain,transmission,class,horsepower_hp,hybrid,fuel_type
4050,336180.0,honda civic,2866.6666666666665,9.3,22123.33333333333,5.0,4.0,105.09999999999997,13.199999999999996,178.0,25.0,2013,56.5,175.5,69.0,front wheel,AT,compact,140.0,,gas
4051,320723.0,nissan altima,3203.375,8.44,25791.25,5.0,3.75,108.79999999999998,18.25,102.0,31.0,2013,57.72499999999999,191.5,72.0,front wheel,MT,midsize,270.0,,gas
4052,303904.0,honda cr v,3446.1,7.79,27130.0,5.0,4.0,103.1,15.3,102.02,25.5,2013,65.10000000000001,202.0,26.0,front wheel,AT,suv,185.0,True,Hybrid
4054,302180.0,toyota corolla,2781.1428571428573,9.61,18551.42857142857,5.0,4.0,102.4,13.2,92.0,29.0,2013,57.7,179.3,69.4,front wheel,AT,compact,132.0,True,Hybrid
4056,295993.0,ford escape,3605.285714285714,7.35,27848.571428571428,5.0,4.0,105.9,15.099999999999998,98.1,25.142857142857142,2013,66.3,178.1,72.4,front wheel,AT,suv,178.0,True,Hybrid
4059,295280.0,ford fusion,3497.6666666666665,8.12,27905.0,5.0,4.0,112.2,15.666666666666666,113.46666666666664,31.166666666666668,2013,58.06666666666667,191.7,72.9,front wheel,AT,midsize,170.0,True,Hybrid
4062,248224.0,chevrolet cruze,3086.333333333333,9.32,19992.0,5.0,4.0,105.7,15.0,94.0,30.0,2013,58.1,181.0,70.7,front wheel,MT,midsize,138.0,True,Hybrid
4064,247912.0,hyundai elantra,2728.294117647059,7.9,19211.470588235294,5.0,3.294117647058824,105.5941176470588,13.364705882352938,96.0,32.0,2013,56.99411764705882,178.3,69.9,front wheel,DCT,midsize,148.0,,gas
4065,238192.0,chevrolet equinox,3867.8333333333335,,27901.666666666668,5.0,4.0,112.5,18.8,99.7,24.5,2013,66.3,162.0,49.0,front wheel,AT,suv,182.0,True,Hybrid
4068,234570.0,ford focus,2973.333333333333,7.96,20783.33333333333,5.0,4.0,104.3,12.35,90.7,29.666666666666668,2013,57.81666666666666,178.5,71.8,front wheel,MT,compact,160.0,,gas
4069,218249.0,toyota rav4,3520.0,9.02,25566.666666666668,5.0,4.0,104.7,15.9,101.1,22.75,2013,66.53333333333335,179.9,72.6,front wheel,AT,suv,176.0,True,Hybrid
4071,203648.0,hyundai sonata,3356.8,7.77,24900.0,5.0,4.0,110.0,18.5,104.0,26.0,2013,57.89999999999999,189.8,72.2,front wheel,DCT,large,200.0,True,Hybrid
4074,200594.0,chevrolet malibu,3492.0,8.49,24382.5,5.0,4.0,107.8,17.15,95.0,26.0,2013,57.6,191.5,73.0,front wheel,DCT,midsize,197.0,True,Hybrid
4077,178311.0,ford explorer,4627.142857142857,7.67,35220.0,7.0,4.0,112.6,18.6,151.70000000000002,19.5,2013,70.39999999999999,197.1,78.9,four wheel,AT,suv,290.0,True,Hybrid
4080,14086.0,ford explorer police interceptor,,,,,,,,,,2013,,,,,,,,,
4081,184389.0,gmc sierra,,7.57,34559.69696969697,5.03030303030303,2.6666666666666665,141.8030303030303,28.424242424242426,,16.03030303030303,2013,73.71818181818185,218.0,50.6,rear wheel,DCT,,315.0,,flex fuel
4082,174275.0,jeep grand cherokee,4811.571428571428,5.18,40787.857142857145,5.0,4.0,114.79999999999995,24.6,105.40000000000002,17.928571428571427,2013,69.25714285714284,191.3,77.1,four wheel,AT,suv,470.0,True,Hybrid
4085,163793.0,volkswagen jetta,3269.785714285714,7.11,25187.85714285714,5.0,4.0,101.5,14.5,94.0,27.0,2013,59.20000000000001,179.4,70.1,front wheel,DCT,small station wagon,200.0,True,Hybrid
4088,141259.0,volkswagen jetta sedan,,10.88,8156.0,5.0,4.0,104.4,14.5,,27.0,2013,57.2,182.2,70.0,front wheel,,,115.0,,gas
4089,22534.0,volkswagen jetta sportwagen,,8.15,10091.0,,,101.5,14.5,92.0,32.0,2013,59.2,179.4,70.1,front wheel,AT,small station wagon,170.0,True,Hybrid
4091,162751.0,nissan rogue,3386.6666666666665,8.94,23886.666666666668,5.0,4.0,105.9,15.9,126.4,24.5,2013,65.96666666666667,,70.9,front wheel,,suv,170.0,,gas
4092,159485.0,toyota tacoma,,,23715.25,4.15,2.7,125.12000000000003,21.100000000000005,,19.4,2013,68.87499999999999,190.4,41.0,rear wheel,DCT,Manual transmission,236.0,True,Hybrid
4094,157260.0,toyota prius,3077.1428571428573,12.78,29580.0,5.0,4.0,106.29999999999998,11.528571428571428,94.0,48.0,2013,58.7,175.6,68.7,front wheel,AT,midsize,98.0,,electric
4095,145172.0,toyota prius sedan,,,,,,,,,,2013,,,,,,,,,
4096,12088.0,toyota prius plug in,,10.41,19367.0,,,106.3,10.6,115.3,,2013,58.7,176.4,68.7,front wheel,,,134.0,,hybrid
4097,156797.0,chevrolet impala,3586.333333333333,6.21,27881.666666666668,5.0,4.0,110.5,17.5,105.0,22.0,2013,58.70000000000001,200.4,72.9,front wheel,DCT,large,300.0,True,Hybrid
4100,155893.0,kia optima,3320.2,6.4,25080.0,5.0,4.0,110.04,18.5,102.0,26.0,2013,57.28,190.7,72.05,front wheel,AT,midsize,274.0,True,Hybrid
4103,155502.0,jeep wrangler,3963.8333333333335,5.54,26978.33333333333,4.0,2.0,95.4,18.6,88.39999999999999,18.0,2013,70.89999999999999,152.8,79.0,four wheel,MT,suv,285.0,True,Hybrid
4106,129143.0,nissan sentra,2783.428571428572,9.57,17575.714285714286,5.0,4.0,106.29999999999998,13.2,96.0,30.0,2013,58.89999999999999,182.1,69.3,front wheel,MT,compact,130.0,True,Hybrid
4109,129109.0,ford edge,4204.25,7.12,33750.0,5.0,4.0,111.20000000000002,18.75,108.4,21.25,2013,67.0,184.2,76.0,front wheel,AT,suv,285.0,True,Hybrid
4112,128987.0,honda odyssey,4478.714285714285,8.53,36475.71428571428,7.857142857142857,4.0,118.1,21.0,,21.0,2013,68.39999999999999,202.9,79.2,front wheel,AT,minivan,248.0,True,Hybrid
4115,127572.0,toyota highlander,4245.583333333333,9.57,35112.083333333336,7.0,4.0,109.79999999999995,18.866666666666664,145.65000000000003,20.0,2013,68.89999999999999,188.4,75.2,four wheel,AT,suv,231.0,True,Hybrid
4118,126678.0,honda pilot,4447.166666666667,7.65,35736.666666666664,8.0,4.0,109.20000000000005,21.0,153.03333333333336,20.5,2013,72.41666666666667,191.4,78.5,front wheel,AT,suv,250.0,True,Hybrid
4121,124019.0,dodge grand caravan,4510.0,7.75,25095.0,7.0,4.0,121.2,20.0,,20.0,2013,67.9,202.8,207.0,front wheel,AT,minivan,283.0,True,Hybrid
4124,123592.0,subaru forester,3337.8571428571427,6.7,25273.571428571428,5.0,4.0,103.0,16.900000000000002,103.67142857142856,22.714285714285715,2013,66.6142857142857,207.0,244.0,all wheel,DCT,suv,224.0,True,Hybrid
4127,122480.0,chrysler 200,,9.08,11056.0,5.0,4.0,108.9,16.9,100.0,22.0,2013,,191.7,71.5,front wheel,AT,midsize,173.0,,gas
4128,122288.0,chrysler town country,,,,,,,,,,2013,,,,,,,,,
4129,121117.0,toyota sienna,4512.5,7.85,35110.0,7.3,4.0,119.29999999999998,20.0,164.40000000000003,20.4,2013,68.89999999999999,200.2,78.1,front wheel,AT,minivan,266.0,True,Hybrid
4132,119521.0,bmw 3 4 ³,,,,,,,,,,2013,,,,,,,,,
4133,118079.0,kia soul,2812.0,9.34,16540.0,5.0,4.0,100.4,12.7,102.0,27.0,2013,63.4,161.6,70.3,front wheel,AT,small station wagon,138.0,True,Hybrid
4136,118049.0,subaru outback,3502.6666666666665,7.52,26520.0,5.0,4.0,107.90000000000002,18.5,105.40000000000002,24.33333333333333,2013,66.10000000000001,172.0,29.0,all wheel,CVT,suv,173.0,True,Hybrid
4139,117352.0,nissan versa,2410.2,9.04,14180.0,5.0,4.0,102.4,10.8,90.0,35.0,2013,60.4,176.0,66.7,front wheel,MT,compact,109.0,,gas
4140,112732.0,toyota tundra,,5.72,35158.47826086957,4.913043478260869,3.391304347826087,143.2347826086956,26.399999999999988,,15.434782608695652,2013,76.0608695652174,228.7,237.0,four wheel,DCT,Automatic transmission,381.0,True,Hybrid
4142,109652.0,volkswagen passat,3270.6666666666665,8.11,26360.185185185182,5.0,4.0,110.40000000000006,18.5,102.0,34.0,2013,58.5,191.6,72.2,front wheel,DCT,midsize,170.0,True,Hybrid
4143,105649.0,kia sorento,3895.727272727273,6.55,27550.0,5.727272727272728,4.0,106.29999999999995,18.0,145.0090909090909,22.0,2013,67.29999999999998,183.9,74.2,front wheel,AT,suv,276.0,True,Hybrid
4145,104713.0,mazda 3,,8.9,11931.0,,,103.9,14.5,189.0,28.0,2013,57.9,177.4,69.1,front wheel,MT,compact,155.0,,gas
4146,103920.0,lexus rx,,7.58,19433.0,,,107.9,19.2,,21.5,2013,66.7,187.8,74.2,front wheel,6 Speed Automatic Select Shift,Automatic transmission,270.0,True,Hybrid
4147,99525.0,gmc terrain,3922.8333333333335,8.81,31093.33333333333,5.0,4.0,112.5,18.0,99.6,24.5,2013,66.3,185.3,72.8,front wheel,AT,suv,182.0,True,Hybrid
4150,98336.0,dodge charger,4206.928571428572,4.78,32417.14285714286,5.0,4.0,120.20000000000005,19.5,105.0,19.0,2013,58.20000000000001,200.3,74.2,rear wheel,AT,large,470.0,True,Hybrid
4153,96467.0,chevrolet traverse,4745.0,7.15,35936.666666666664,7.666666666666667,4.0,118.9,22.0,150.79999999999998,19.0,2013,69.89999999999999,203.7,78.5,front wheel,AT,suv,288.0,True,Hybrid
4156,93842.0,dodge avenger,,6.55,7598.0,5.0,4.0,108.9,16.9,100.0,22.0,2013,58.4,192.6,72.8,front wheel,AT,midsize,283.0,True,Hybrid
4159,89793.0,gmc acadia,4753.0,7.84,40925.0,7.333333333333333,4.0,118.9,22.0,154.0,18.5,2013,70.39999999999999,200.8,78.9,front wheel,AT,suv,288.0,True,Hybrid
4162,88844.0,hyundai santa fe,3802.9166666666665,6.27,30191.666666666668,5.0,4.0,108.25,18.100000000000005,127.3,21.416666666666668,2013,66.3,193.1,74.2,front wheel,DCT,suv,290.0,True,Hybrid
4165,88632.0,nissan pathfinder,4319.75,,34540.0,7.0,4.0,114.20000000000002,19.5,157.79999999999998,21.5,2013,70.05,20.0,57.0,front wheel,MT,suv,266.0,True,Hybrid
4169,88251.0,mercedes benz c class,3573.5,4.31,43916.0,5.0,3.2,108.70000000000002,17.400000000000002,85.2,22.4,2013,55.8,180.8,69.7,rear wheel,AT,compact,451.0,True,Hybrid
4171,85646.0,chevrolet sonic,2752.428571428572,8.59,16590.714285714286,5.0,4.0,99.4,12.2,91.0,32.0,2013,59.64285714285713,159.0,68.3,front wheel,MT,subcompact,138.0,,gas
4172,83933.0,dodge journey,4064.0,9.89,25845.0,5.0,4.0,113.79999999999998,20.725,99.6,20.0,2013,66.60000000000001,192.4,72.2,front wheel,AT,suv,173.0,True,Hybrid
4175,83502.0,chevrolet tahoe,,7.45,50152.5,8.0,4.0,116.0,25.75,,18.0,2013,76.35624999999999,202.0,79.0,rear wheel,DCT,Automatic transmission,320.0,True,Hybrid
4177,83388.0,dodge dart,,8.53,7837.0,5.0,4.0,106.4,15.8,97.0,31.0,2013,,183.9,72.0,front wheel,MT,midsize,160.0,,gas
4178,80567.0,chevrolet camaro,4002.428571428572,3.64,37854.28571428572,4.0,2.0,112.29999999999998,19.0,93.0,16.0,2013,54.41428571428571,190.4,75.5,rear wheel,MT,compact,580.0,,gas
4179,69063.0,ford taurus,4155.666666666667,6.18,32283.33333333333,5.0,4.0,112.9,19.0,102.2,21.83333333333333,2013,60.7,202.9,76.2,front wheel,AT,large,288.0,True,Hybrid
4182,10897.0,ford taurus police interceptor,,,,,,,,,,2013,,,,,,,,,
4183,79544.0,mazda cx 5,3328.8571428571427,8.77,24659.28571428572,5.0,4.0,106.29999999999998,15.014285714285714,103.37142857142857,28.571428571428573,2013,67.3,179.3,72.4,front wheel,AT,suv,155.0,,gas
4184,77186.0,ford mustang,3671.636363636364,4.04,36672.72727272727,4.0,2.0,107.1,16.0,83.0,23.0,2013,55.76363636363637,188.5,73.9,rear wheel,MT,compact,444.0,,gas
4185,58856.0,subaru impreza,2998.076923076923,8.33,20448.846153846152,5.0,4.0,104.09999999999998,14.5,97.2692307692308,29.23076923076923,2013,58.11538461538464,,,all wheel,MT,compact,148.0,,gas
4186,17969.0,subaru impreza wrx,,5.2,12639.0,,,103.3,16.9,104.3,22.0,2013,58.1,180.3,70.7,all wheel,,,265.0,,gas
4187,75797.0,jeep patriot,,8.46,11316.0,5.0,4.0,103.7,13.6,127.4,26.5,2013,65.5,173.8,69.2,front wheel,5 Speed Manual,Manual transmission,158.0,True,Hybrid
4190,72581.0,lexus es,3549.0,8.6,36370.0,5.0,4.0,111.0,17.2,100.1,24.0,2013,57.1,192.7,71.7,front wheel,DCT,midsize,200.0,True,Hybrid
4193,71073.0,ford fiesta,2557.5,9.03,15700.0,5.0,4.0,98.0,12.0,85.10000000000001,33.0,2013,58.0,173.6,67.8,front wheel,MT,subcompact,120.0,,gas
4194,70990.0,toyota avalon,3461.0,5.81,34833.75,5.0,4.0,111.0,17.0,104.0,24.0,2013,57.5,195.2,72.2,front wheel,AT,large,268.0,True,Hybrid
4196,69803.0,mercedes benz e class,4003.058823529412,6.1,59717.05882352941,4.705882352941177,3.411764705882353,111.87647058823532,20.005882352941168,97.00000000000004,22.0,2013,57.09999999999999,185.0,70.3,rear wheel,AT,midsize,302.0,,gas
4197,66146.0,kia forte,2826.4,8.45,18140.0,5.0,3.2,104.29999999999998,13.7,194.0,29.0,2013,56.540000000000006,178.3,69.9,front wheel,DCT,compact,156.0,True,Hybrid
4200,62837.0,nissan frontier,,7.09,26129.28571428572,4.607142857142857,3.2142857142857144,127.90000000000006,21.10000000000001,,18.107142857142858,2013,70.34285714285714,205.5,57.0,rear wheel,AT,Manual transmission,261.0,True,Hybrid
4202,60727.0,dodge durango,4995.0,7.18,36595.0,7.0,4.0,119.79999999999998,24.6,133.9,18.125,2013,71.60000000000001,199.8,75.8,rear wheel,AT,suv,290.0,True,Hybrid
4204,60534.0,buick enclave,4823.0,7.23,43176.66666666666,7.0,4.0,118.9,22.0,153.0,18.5,2013,70.3,5.0,214.0,front wheel,DCT,suv,288.0,True,Hybrid
4207,60458.0,hyundai accent,2451.833333333333,8.52,15678.333333333334,5.0,4.0,101.2,11.4,180.0,31.0,2013,57.1,162.0,66.9,front wheel,DCT,compact,138.0,,gas
4208,57724.0,chrysler 300,4156.2,5.51,38235.66666666666,5.0,4.0,120.20000000000005,19.5,106.0,19.0,2013,58.793333333333344,198.6,75.0,rear wheel,AT,large,300.0,True,Hybrid
4210,56863.0,bmw 5,4333.818181818182,3.69,59354.545454545456,5.0,4.0,118.32272727272724,18.494909090909086,104.6818181818182,22.727272727272727,2013,59.00536363636363,193.5,74.4,rear wheel,DCT,midsize,560.0,,gas
4211,56776.0,cadillac srx,,6.51,23466.0,5.0,4.0,110.5,21.0,,18.0,2013,65.7,190.3,75.2,all wheel,6 Speed Automatic Select Shift,Automatic transmission,308.0,True,Hybrid
4213,53896.0,nissan maxima,3563.75,6.35,32680.0,4.5,4.0,109.3,20.0,96.0,22.0,2013,57.8,190.6,73.2,front wheel,MT,midsize,290.0,,gas
4214,53741.0,subaru xv crosstrek,,8.51,11267.0,,,103.7,15.9,119.8,29.0,2013,63.6,175.2,70.1,all wheel,,,148.0,,gas
4215,53513.0,honda fit,2571.6,8.98,17322.0,5.0,4.0,98.4,10.6,91.0,29.0,2013,60.0,161.6,66.7,front wheel,AT,small station wagon,117.0,True,Hybrid
4218,53040.0,acura mdx,4594.0,6.66,49360.0,7.0,4.0,108.3,21.0,141.8,18.0,2013,68.2,191.6,78.5,all wheel,AT,suv,300.0,True,Hybrid
4221,52993.0,jeep compass,3190.5,8.44,22878.33333333333,5.0,4.0,103.7,13.550000000000002,101.3,24.0,2013,65.2,175.1,71.4,front wheel,MT,suv,158.0,True,Hybrid
4224,51625.0,toyota 4runner,4631.0,6.49,36407.0,5.0,4.0,109.8,23.0,97.3,18.4,2013,70.38,189.9,75.8,four wheel,AT,suv,270.0,True,Hybrid
4227,51462.0,dodge challenger,3965.285714285714,5.99,31507.5,5.0,2.0,116.0,19.45,94.0,19.0,2013,57.10000000000001,197.7,75.7,rear wheel,AT,midsize,305.0,True,Hybrid
4230,51260.0,chevrolet suburban,,7.199999999999999,50030.5,8.2,4.0,130.0,34.2,,15.0,2013,76.79999999999998,16.0,217.0,rear wheel,DCT,Automatic transmission,341.3333333333333,True,Hybrid
4231,48798.0,buick lacrosse,3974.714285714286,6.02,35750.71428571428,5.0,4.0,111.70000000000002,17.657142857142855,100.0,21.0,2013,59.2,196.9,73.1,front wheel,DCT,midsize,303.0,True,Hybrid
4234,47600.0,chevrolet captiva sport,,9.57,11835.0,,,106.6,19.0,126.9,24.0,2013,67.0,180.1,72.8,front wheel,,,180.0,,flex fuel
4235,45527.0,buick verano,,8.61,9034.0,,,105.7,15.6,91.0,24.0,2013,58.1,183.9,71.4,front wheel,AT,compact,180.0,True,Hybrid
4236,44750.0,acura rdx,3784.75,6.91,36870.0,5.0,4.0,105.7,16.0,103.5,22.5,2013,66.1,183.5,73.7,front wheel,AT,suv,273.0,True,Hybrid
4238,44684.0,nissan murano,4095.0,6.68,34947.142857142855,5.0,4.0,111.20000000000002,21.7,105.34285714285711,20.0,2013,67.15714285714286,189.9,74.1,all wheel,,suv,260.0,,gas
4239,43638.0,mazda 6,,9.03,14695.0,,,109.8,18.5,102.0,21.0,2013,57.9,193.7,72.4,front wheel,AT,midsize,170.0,,gas
4240,43134.0,volkswagen beetle,3032.7619047619046,7.67,25890.714285714286,4.0,2.0,99.90000000000003,14.5,85.0,30.0,2013,58.5,168.4,71.2,front wheel,DCT,subcompact,170.0,True,Hybrid
4241,25084.0,volkswagen beetle coupe,,,,,,,,,,2013,,,,,,,,,
4242,18050.0,volkswagen beetle convertible,3248.16,7.29,28927.0,4.0,2.0,100.0,14.5,81.0,30.0,2013,58.0,168.4,71.2,front wheel,DCT,subcompact,200.0,,gas
4243,42291.0,subaru legacy,3418.7272727272725,6.18,24013.18181818182,5.0,4.0,108.29999999999995,18.5,103.0,25.454545454545453,2013,59.3,187.2,71.7,all wheel,CVT,midsize,256.0,True,Hybrid
4246,42130.0,audi a4,3608.3333333333335,7.38,33500.0,5.0,4.0,110.6,16.900000000000002,91.0,26.0,2013,56.2,185.2,71.9,all wheel,MT,compact,211.0,,gas
4247,36744.0,audi a4 sedan avant,,,,,,,,,,2013,,,,,,,,,
4248,5386.0,audi a4 allroad,,,,,,,,,,2013,,,,,,,,,
4249,41979.0,toyota prius c,2500.0,,21058.75,5.0,4.0,100.4,9.5,87.0,50.0,2013,56.9,157.3,66.7,front wheel,AT,compact,73.0,,electric
4250,41915.0,mini cooper,2623.6666666666665,9.29,24366.666666666668,4.0,2.0,97.09999999999998,13.199999999999998,74.0,30.0,2013,55.4,146.6,66.3,front wheel,MT,minicompact,121.0,,gas
4251,26954.0,mini hardtop,,6.15,17297.0,,,,13.2,,30.5,2013,,,,front wheel,,,208.0,,
4252,5155.0,mini clubman,,7.12,,,,,13.2,,30.5,2013,144.0,119.0,148.0,front wheel,6 Speed Manual,Manual transmission,181.0,True,Hybrid
4255,4460.0,mini convertible,,7.08,15827.0,,,,13.2,,30.5,2013,,,,front wheel,,,181.0,,
4256,2806.0,mini roadster,,9.12,,,,,10.6,,31.0,2013,,,,front wheel,,,121.0,,
4257,2540.0,mini coupe,,8.92,15361.0,,,,10.6,,33.0,2013,,,,front wheel,,,121.0,,
4258,41906.0,hyundai tucson,3322.2,8.13,24035.0,5.0,4.0,103.9,14.5,101.9,23.9,2013,65.63999999999999,173.2,71.7,front wheel,DCT,suv,176.0,True,Hybrid
4261,41326.0,mercedes benz m class,,6.8,24387.0,,,114.8,24.6,,20.5,2013,70.7,189.1,75.8,all wheel,7 Speed Automatic Select Shift,Automatic transmission,302.0,True,Hybrid
4263,40742.0,kia rio,2431.222222222222,8.49,15966.666666666666,5.0,4.0,101.20000000000002,11.400000000000002,177.0,31.0,2013,57.3,159.3,67.7,front wheel,AT,compact,138.0,True,Hybrid
4265,40355.0,audi q5,4259.4,7.93,42100.0,5.0,4.0,110.5,19.64,,23.0,2013,65.16,182.6,74.0,all wheel,DCT,suv,211.0,True,Hybrid
4269,40062.0,infiniti g37 q60,,,,,,,,,,2013,,,,,,,,,
4270,30256.0,infiniti g sedan,,,,,,,,,,2013,,,,,,,,,
4271,9806.0,infiniti g coupe convertible q60,,,,,,,,,,2013,,,,,,,,,
4272,39818.0,bmw x5,5136.5,6.57,61691.66666666666,5.0,4.0,115.5,22.5,102.4,17.4,2013,69.81666666666666,191.1,76.1,all wheel,DCT,suv,300.0,True,Hybrid
4274,38350.0,ford expedition,,7.81,46763.333333333336,8.0,4.0,119.0,28.0,,15.5,2013,77.2,125.0,209.0,rear wheel,AT,Automatic transmission,310.0,True,Hybrid
4277,38319.0,cadillac ats,3472.75,5.93,41764.0625,5.0,4.0,109.29999999999995,16.0,91.0,26.0,2013,55.899999999999984,182.8,71.1,rear wheel,AT,compact,272.0,,gas
4278,38157.0,nissan juke,,,11902.0,5.0,4.0,99.6,13.2,87.0,29.0,2013,33.0,28.0,69.5,front wheel,AT,small station wagon,188.0,True,Hybrid
4280,35846.0,toyota venza,,6.32,18409.0,5.0,4.0,109.3,17.7,,23.0,2013,74.0,189.0,75.0,front wheel,AT,small suv,268.0,True,Hybrid
4282,35834.0,fiat 500,2399.833333333333,9.77,20006.666666666668,4.0,2.0,90.6,10.5,76.0,30.0,2013,59.7,139.6,64.1,front wheel,MT,minicompact,101.0,,gas
4283,35210.0,ford c max,,,,,,,,,,2013,,,,,,,,,
4284,35017.0,lexus is,,7.46,13518.0,,,107.5,17.1,98.7,25.5,2013,56.1,180.3,70.9,rear wheel,6 Speed Manual,Manual transmission,204.0,True,Hybrid
4287,34989.0,toyota prius v,,,13058.0,5.0,4.0,109.4,11.9,97.0,41.0,2013,62.0,181.7,69.9,front wheel,AT,midsize station wagon,98.0,,gas
4288,34130.0,chevrolet spark,2303.0,10.63,13447.5,4.0,4.0,93.5,9.2,86.0,34.0,2013,61.0,144.7,62.9,front wheel,MT,minicompact,85.0,,gas
4289,32965.0,kia sportage,3288.0,7.85,24014.28571428572,5.0,4.0,103.9,14.5,100.0,23.571428571428573,2013,64.39999999999999,174.8,73.0,front wheel,AT,suv,176.0,True,Hybrid
4292,32559.0,cadillac xts,4084.375,6.72,50914.16666666666,5.0,4.0,111.70000000000002,19.25,104.0,21.0,2013,59.45000000000001,202.0,72.91,front wheel,AT,large,304.0,,gas
4293,32553.0,mercedes benz glk class,,,19154.0,,,108.5,17.4,,21.5,2013,66.9,178.3,74.3,all wheel,7 Speed Automatic Select Shift,Automatic transmission,302.0,True,Hybrid
4295,32361.0,lincoln mkz,3807.0,,36555.0,5.0,4.0,112.09999999999998,15.5,96.5,29.666666666666668,2013,58.20000000000001,212.0,41.0,front wheel,AT,midsize,263.0,True,Hybrid
4296,32343.0,cadillac cts,4059.45,6.1,44648.75,4.7,3.4,113.40000000000003,18.0,198.0,16.0,2013,57.4,192.0,72.5,rear wheel,AT,small station wagon,318.0,,gas
4297,32330.0,hyundai genesis,,5.6,16758.0,,,115.6,19.3,109.0,22.0,2013,58.1,196.3,74.4,rear wheel,AT,large,333.0,,gas
4298,31956.0,buick encore,3249.5,9.32,26777.5,5.0,4.0,100.6,14.0,,28.0,2013,65.2,168.4,69.9,front wheel,DCT,suv,138.0,,gas
4299,31602.0,infiniti jx qx60,,,,,,,,,,2013,,,,,,,,,
4300,31258.0,gmc yukon xl,,6.695,51801.5,7.8,4.0,130.0,34.2,,14.6,2013,76.79999999999998,16.0,79.1,rear wheel,DCT,Automatic transmission,330.6666666666667,True,Hybrid
4303,16023.0,volkswagen golf,3086.2033898305085,9.18,26678.22033898305,5.0,3.1186440677966103,101.5,14.5,94.0,32.0,2013,57.97796610169497,165.4,70.3,front wheel,DCT,compact,140.0,,gas
4304,13310.0,volkswagen gti,,6.95,12414.0,,,,14.5,94.0,27.0,2013,,,,front wheel,AT,compact,200.0,,gas
4305,1598.0,volkswagen golf r,3325.0,5.48,35355.0,5.0,3.0,101.5,14.5,94.0,22.0,2013,57.5,165.8,70.3,all wheel,MT,compact,256.0,,gas
4306,30711.0,hyundai veloster,2695.0,7.17,20091.666666666668,5.0,3.0,104.29999999999995,13.199999999999998,90.0,31.0,2013,55.100000000000016,167.3,71.1,front wheel,MT,compact,201.0,True,Hybrid
4307,30623.0,bmw x3,4167.0,5.73,41400.0,5.0,4.0,110.6,17.7,90.1,22.5,2013,65.4,183.0,74.1,all wheel,DCT,suv,306.0,True,Hybrid
4309,30002.0,volkswagen tiguan,3433.0,7.5,29583.636363636364,5.0,4.0,102.5,16.800000000000004,,21.0,2013,66.35454545454546,174.5,71.2,front wheel,DCT,suv,200.0,True,Hybrid
4312,29912.0,mercedes benz gl class,,8.97,36113.0,,,121.1,26.4,143.6,22.5,2013,72.8,201.6,78.3,all wheel,7 Speed Automatic Select Shift,Automatic transmission,240.0,True,Hybrid
4314,28302.0,gmc yukon,,6.26,50206.66666666666,7.666666666666667,4.0,116.0,26.0,,16.5,2013,76.89999999999999,202.0,79.0,rear wheel,DCT,Automatic transmission,403.0,True,Hybrid
4317,26512.0,bmw x1,3714.6666666666665,,33966.666666666664,5.0,4.0,108.7,16.6,,25.0,2013,60.79999999999999,176.5,70.8,all wheel,DCT,suv,240.0,,gas
4318,25953.0,ford flex,4589.666666666667,5.25,37270.0,7.0,4.0,117.9,18.6,155.79999999999998,18.5,2013,68.0,201.8,75.9,front wheel,AT,suv,365.0,True,Hybrid
4321,25786.0,jeep cherokee,,,,,,,,,,2013,,,,,,,,,
4322,24951.0,mitsubishi outlander sport,3142.0,,22241.42857142857,5.0,4.0,105.1,16.257142857142856,97.5,26.0,2013,64.2,169.1,69.7,front wheel,MT,suv,148.0,True,Hybrid
4323,24628.0,mazda cx 9,4434.5,7.71,33061.666666666664,7.0,4.0,113.2,20.1,139.4,18.5,2013,68.0,200.6,76.2,front wheel,AT,suv,273.0,True,Hybrid
4326,24318.0,acura tl,,6.77,18328.0,5.0,4.0,109.3,18.5,111.3,24.5,2013,57.2,194.0,74.0,front wheel,AT,midsize,280.0,True,Hybrid
4329,23913.0,lincoln mkx,4340.0,,40550.0,5.0,4.0,111.2,18.5,108.4,20.5,2013,67.3,134.0,138.0,front wheel,AT,suv,305.0,True,Hybrid
4332,23210.0,volvo s60,3649.538461538461,7.11,38173.07692307692,5.0,4.0,109.29999999999995,17.800000000000004,92.0,22.53846153846154,2013,58.399999999999984,182.2,73.4,front wheel,DCT,compact,250.0,True,Hybrid
4334,23094.0,chevrolet volt,3781.0,,39145.0,4.0,4.0,105.7,9.3,90.0,37.0,2013,56.64,177.1,70.4,front wheel,AT,compact,,,electric
4335,22610.0,nissan leaf,3295.6666666666665,,31820.0,5.0,4.0,106.3,,92.0,115.0,2013,61.0,175.0,69.7,front wheel,AT,midsize,107.0,,electric
4336,12592.0,cadillac escalade,,6.29,72396.25,7.0,4.0,116.0,26.0,,15.5,2013,75.89999999999999,202.5,79.0,rear wheel,DCT,Automatic transmission,403.0,True,Hybrid
4339,7950.0,cadillac escalade esv,,,75146.25,7.0,4.0,130.0,31.0,,15.0,2013,75.5,222.90000000000003,79.1,rear wheel,DCT,Automatic transmission,403.0,True,Hybrid
