,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,class,Year,height_in,length_in,width_in,drivetrain,transmission,fuel,horsepower_hp
2454,196623.0,hyundai sonata,3360.222222222220,7.05,22477.777777777800,5.0,4.0,107.4,17.7,105.0,25.0,large,2010,58.0,188.9,72.1,front wheel,DCT,gas,249.0
2457,191026.0,ford escape,3393.833333333330,8.27,24438.33333333330,5.0,4.0,103.1,16.5,99.5,22.666666666666700,suv,2010,67.85000000000000,85.0,13.0,four wheel,AT,gas,171.0
2460,172421.0,ford focus,2660.6666666666700,8.18,17828.333333333300,5.0,3.333333333333330,102.9,13.5,93.36666666666670,28.0,compact,2010,58.6,175.0,67.9,front wheel,MT,gas,140.0
2461,172078.0,chevrolet impala,3586.333333333330,7.73,26591.666666666700,5.0,4.0,110.5,17.0,105.0,21.0,large,2010,58.70000000000000,200.4,72.9,front wheel,DCT,flex fuel,230.0
2464,170877.0,toyota rav4,3549.1666666666700,6.14,24918.33333333330,5.0,4.0,104.70000000000000,15.900000000000000,108.20000000000000,22.63636363636360,suv,2010,67.9,181.9,73.0,four wheel,AT,gas,269.0
2466,149979.0,chevrolet equinox,3864.125,,25872.5,5.0,4.0,112.5,18.8,99.70000000000000,24.5,suv,2010,66.3,162.0,49.0,front wheel,AT,gas,182.0
2469,140928.0,toyota prius,3042.0,12.78,24534.0,5.0,4.0,106.3,11.9,94.0,50.0,midsize,2010,58.7,175.0,67.9,front wheel,AT,electric,98.0
2470,132246.0,hyundai elantra,2933.4444444444400,9.85,17289.444444444400,5.0,4.0,105.18888888888900,14.0,98.0,29.0,midsize,2010,58.96666666666670,177.4,69.9,front wheel,AT,gas,132.0
2471,129794.0,gmc sierra,,7.57,31910.454545454500,5.03030303030303,2.6666666666666700,141.8030303030300,28.424242424242400,,16.03125,,2010,73.71818181818190,218.0,50.6,rear wheel,DCT,flex fuel,315.0
2472,123213.0,volkswagen jetta,3271.0,6.88,22131.25,5.0,4.0,101.5,14.5,91.0,25.0,small station wagon,2010,59.2,179.3,70.1,front wheel,DCT,gas,200.0
2475,118637.0,ford edge,4168.0,6.94,32584.28571428570,5.0,4.0,111.20000000000000,19.88571428571430,108.4,19.571428571428600,suv,2010,67.0,185.7,75.8,front wheel,AT,gas,265.0
2478,112275.0,chrysler town country,4625,7.7,25175,7,4,119.3,20,162.8,21,minivan,2010,68.8,200.5,78.6,two wheel,AT,gas,283
2479,108985.0,kia sorento,4156.6,7.04,24285.0,5.0,4.0,106.7,21.1,137.5,18.0,suv,2010,70.66,180.7,74.2,front wheel,AT,gas,262.0
2481,108182.0,honda odyssey,4536.428571428570,8.85,33512.142857142900,7.857142857142860,4.0,118.1,21.0,,18.0,minivan,2010,69.82857142857140,202.1,77.1,front wheel,AT,gas,244.0
2484,106744.0,chevrolet traverse,4928.0,6.88,34319.75,7.5,4.0,118.9,22.0,153.1,19.0,suv,2010,70.40000000000000,205.0,78.4,front wheel,DCT,gas,288.0
2487,106353.0,mazda 3,,8.36,4450.0,,,103.9,14.5,189.0,28.0,compact,2010,57.9,180.7,69.1,front wheel,MT,gas,148.0
2488,106198.0,toyota tacoma,,,22100.555555555600,4.055555555555560,2.555555555555560,124.93333333333300,21.0,,18.88888888888890,,2010,68.76111111111110,190.4,41.0,rear wheel,MT,gas,236.0
2490,103323.0,dodge grand caravan,4402.0,10.76,26085.0,7.0,4.0,121.2,20.0,,20.0,minivan,2010,68.9,202.5,161.0,front wheel,AT,gas,175.0
2493,102323.0,honda pilot,4459.083333333330,8.23,34736.666666666700,8.0,4.0,109.20000000000000,21.0,153.03333333333300,18.5,suv,2010,72.41666666666670,190.9,78.5,front wheel,AT,gas,250.0
2496,100910.0,bmw 3,3598.333333333330,6.25,39097.619047619000,4.571428571428570,3.142857142857140,108.70000000000000,16.100000000000000,90.41904761904770,20.80952380952380,compact,2010,55.32857142857140,178.2,71.5,rear wheel,MT,gas,230.0
2497,99705.0,nissan versa,2656.555555555560,9.21,13533.333333333300,5.0,4.0,102.4,13.2,189.0,28.0,compact,2010,60.40000000000000,169.1,66.7,front wheel,AT,gas,122.0
2498,99515.0,nissan rogue,3401.0,8.95,22815.0,5.0,4.0,105.9,15.9,97.5,23.5,suv,2010,65.96666666666670,182.9,70.9,front wheel,,gas,170.0
2499,98337.0,toyota sienna,4299.222222222220,7.05,29609.444444444400,7.222222222222220,4.0,119.30000000000000,20.0,133.6,18.666666666666700,minivan,2010,68.90000000000000,201.0,77.4,front wheel,AT,gas,266.0
2502,97376.0,chevrolet cobalt,,7.76,4544.0,5.0,2.0,103.3,13.0,169.0,30.0,subcompact,2010,55.5,180.5,67.9,front wheel,MT,gas,155.0
2503,95790.0,lexus rx,,7.48,10911.0,,,107.9,19.2,,21.5,,2010,66.3,187.8,74.2,front wheel,Automatic transmission,gas,275.0
2504,94310.0,jeep wrangler,3867.0,7.69,23705.0,4.0,2.0,95.4,18.6,102.9,17.0,suv,2010,70.9,183.7,82.8,four wheel,MT,gas,205.0
2507,94065.0,nissan sentra,2978.8571428571400,9.57,17794.285714285700,5.0,4.0,105.70000000000000,14.5,97.0,29.0,compact,2010,59.44285714285710,180.1,70.5,front wheel,AT,gas,177.0
2510,93309.0,toyota tundra,,,30256.45833333330,4.75,3.333333333333330,144.12500000000000,26.400000000000000,,15.708333333333300,,2010,75.86666666666670,228.7,237.0,rear wheel,DCT,gas,310.0
2512,93148.0,subaru outback,3515.1304347826100,6.29,27102.17391304350,5.0,4.0,107.9,18.5,104.09565217391300,22.60869565217390,midsize station wagon,2010,65.70000000000000,188.2,71.7,all wheel,MT,gas,256.0
2515,92121.0,toyota highlander,4209.555555555560,7.61,32279.545454545500,6.636363636363640,4.0,109.80000000000000,18.836363636363600,145.63333333333300,20.90909090909090,suv,2010,68.86363636363640,188.4,75.2,four wheel,AT,gas,209.0
2518,85080.0,subaru forester,3331.2,7.41,24379.0,5.0,4.0,103.0,16.90000000000000,103.86000000000000,21.88,suv,2010,66.58000000000000,207.0,244.0,all wheel,AT,gas,170.0
2521,84635.0,jeep grand cherokee,4456.2,5.36,36723.0,5.0,4.0,109.5,20.98,108.9,15.8,suv,2010,68.46000000000000,195.1,73.3,four wheel,AT,gas,420.0
2524,81299.0,chevrolet camaro,3786.8,4.36,27665.0,4.0,2.0,112.3,19.0,93.0,21.0,compact,2010,54.2,190.4,75.5,rear wheel,MT,gas,426.0
2525,76680.0,hyundai santa fe,3912.5,7.09,26101.25,5.0,4.0,106.30000000000000,19.8,108.30000000000000,22.625,suv,2010,67.90000000000000,184.1,74.4,front wheel,DCT,gas,276.0
2528,75675.0,chevrolet tahoe,,7.65,46794.375,8.25,4.0,116.0,25.5,,18.125,,2010,76.35,202.0,79.0,rear wheel,DCT,flex fuel,320.0
2530,75401.0,chevrolet hhr,,5.92,7613.0,5.0,4.0,103.5,16.0,122.6,24.0,,2010,63.1,176.2,69.1,front wheel,,gas,260.0
2531,75397.0,dodge charger,4050.571428571430,5.46,29794.090909090900,5.0,4.0,120.0,18.818181818181800,104.0,19.0,large,2010,58.154545454545500,200.1,74.5,rear wheel,AT,gas,368.0
2534,73716.0,ford mustang,3615.0,6.75,32961.0,4.0,2.0,107.1,16.0,85.0,19.0,compact,2010,55.85000000000000,188.1,80.1,rear wheel,MT,gas,210.0
2535,68859.0,ford taurus,4143.5,7.51,30816.666666666700,5.0,4.0,112.9,19.5,102.2,20.166666666666700,large,2010,60.7,202.9,85.7,front wheel,AT,gas,263.0
2538,68500.0,kia forte,2781.4,7.69,16795.0,5.0,3.2,104.30000000000000,13.7,187.0,30.0,midsize,2010,56.540000000000000,178.3,69.9,front wheel,AT,gas,156.0
2541,68295.0,gmc acadia,4829.0,7.25,37093.75,7.5,4.0,118.9,22.0,154.0,19.0,suv,2010,69.90000000000000,200.7,78.2,front wheel,DCT,gas,288.0
2544,67110.0,kia soul,2774.285714285710,8.47,16495.714285714300,5.0,4.0,100.4,12.7,102.0,28.0,small station wagon,2010,63.40000000000000,161.6,70.3,front wheel,MT,gas,142.0
2547,61178.0,buick lacrosse,4005.0,7.2,29562.0,5.0,4.0,111.7,18.62,101.7,20.4,midsize,2010,59.2,196.9,73.1,front wheel,DCT,gas,280.0
2550,60922.0,mercedes benz e class,3943.2,6.59,56186.36363636360,4.818181818181820,3.636363636363640,111.9727272727270,20.42727272727270,97.00000000000000,18.63636363636360,midsize,2010,57.127272727272700,191.7,75.9,rear wheel,DCT,gas,268.0
2551,60687.0,ford explorer,,8.88,34355.0,6.25,4.0,113.70000000000000,22.5,,16.25,,2010,71.90000000000000,193.4,73.7,four wheel,AT,gas,210.0
2554,60569.0,nissan maxima,3559.5,6.35,32730.0,5.0,4.0,109.3,20.0,96.0,22.0,midsize,2010,57.8,190.6,73.2,front wheel,MT,gas,290.0
2555,60519.0,gmc terrain,4031.375,9.04,27750.0,5.0,4.0,112.5,18.0,,24.5,suv,2010,66.3,185.3,72.8,front wheel,AT,gas,182.0
2558,58785.0,mercedes benz c class,3567.333333333330,6.52,36230.0,5.0,4.0,108.7,17.4,88.2,20.4,compact,2010,56.54,182.3,69.7,rear wheel,AT,gas,228.0
2560,58143.0,infiniti g,3633,5.7,40400,4,4,112.2,20,96.5,22,midsize,2010,54.8,183.1,71.8,rear wheel,AT,gas,330
2561,55426.0,buick enclave,4880.0,7.02,39713.333333333300,7.0,4.0,118.9,22.0,153.0,18.5,suv,2010,72.5,201.8,79.0,front wheel,AT,gas,288.0
2564,55364.0,ford ranger,,,21715.555555555600,4.222222222222220,2.0,122.5888888888890,18.944444444444400,,20.11111111111110,,2010,66.58888888888890,203.6,71.3,rear wheel,MT,gas,207.0
2566,54354.0,honda fit,2560.6,8.96,16940.0,5.0,4.0,98.4,10.6,91.0,31.0,small station wagon,2010,60.0,161.6,66.7,front wheel,MT,gas,117.0
2569,53999.0,nissan murano,3965.8333333333300,7.42,32770.0,5.0,4.0,111.2,21.7,108.6,20.0,suv,2010,67.18333333333330,188.5,74.1,front wheel,,gas,265.0
2570,51975.0,hyundai accent,2461.333333333330,9.32,13777.142857142900,5.0,2.571428571428570,98.4,11.900000000000000,184.0,30.0,compact,2010,57.90000000000000,159.3,66.7,front wheel,MT,gas,110.0
2571,51094.0,cadillac srx,,6.3,11572.0,5.0,4.0,110.5,21.0,,19.0,,2010,65.7,194.9,75.2,all wheel,Automatic transmission,gas,265.0
2573,50923.0,dodge avenger,,8.76,5375.0,5.0,4.0,108.9,16.9,101.0,24.0,midsize,2010,58.9,190.9,71.8,front wheel,AT,gas,173.0
2576,49564.0,jeep liberty,,8.16,6743.0,5.0,4.0,106.1,19.5,,19.0,,2010,70.6,176.9,72.4,rear wheel,Automatic transmission,gas,210.0
2579,48652.0,lexus es,3605.0,6.75,35175.0,5.0,4.0,109.3,18.5,95.4,22.0,compact,2010,56.3,191.7,71.7,front wheel,DCT,gas,272.0
2582,48623.0,chevrolet aveo,,9.74,3469.0,5.0,4.0,97.6,12.0,91.0,28.0,subcompact,2010,59.3,169.7,67.3,front wheel,AT,gas,108.0
2583,48577.0,dodge journey,4045.4,8.24,24357.0,5.0,4.0,113.8,20.74,125.6,19.0,suv,2010,66.6,192.4,72.2,front wheel,AT,gas,235.0
2586,47321.0,toyota venza,,9.42,7312.0,,,109.3,17.7,,24.0,suv,2010,63.4,189.0,75.0,front wheel,AT,gas,182.0
2588,47210.0,acura mdx,4580.0,6.61,48310.0,7.0,4.0,108.3,21.0,142.2,18.0,suv,2010,68.2,191.6,78.5,all wheel,AT,gas,300.0
2591,46531.0,toyota 4runner,4575.0,10.74,33475.833333333300,5.0,4.0,109.8,24.0,97.3,19.0,suv,2010,70.33333333333330,189.9,75.8,rear wheel,AT,gas,157.0
2594,45656.0,cadillac cts,3869.8,5.84,41455.0,5.0,4.0,113.4,18.0,100.0,19.0,midsize,2010,59.10000000000000,191.6,72.5,rear wheel,AT,gas,270.0
2595,45644.0,mini cooper,2649.333333333330,9.12,23300.0,4.0,2.0,97.10000000000000,13.200000000000000,76.0,28.0,minicompact,2010,55.4,145.6,66.3,front wheel,MT,gas,118.0
2596,45152.0,chevrolet suburban,,7.35,46540.0,8.2,4.0,130.0,34.2,,15.0,,2010,76.80000000000000,16.0,217.0,rear wheel,DCT,flex fuel,341.3333333333330
2597,45082.0,dodge caliber,,8.31,5798.0,5.0,4.0,103.7,13.6,95.0,26.0,small station wagon,2010,254.0,173.8,68.8,front wheel,MT,gas,158.0
2600,44395.0,subaru impreza,3097.5,6.1,20550.555555555600,5.0,4.0,103.10000000000000,16.9,90.51666666666660,21.666666666666700,small station wagon,2010,58.12222222222220,180.3,68.5,all wheel,DCT,gas,224.0
2601,40427.0,nissan frontier,,7.09,24533.703703703700,4.518518518518520,3.037037037037040,129.01111111111100,21.10000000000000,,17.25925925925930,,2010,70.32222222222220,205.5,57.0,rear wheel,AT,gas,261.0
2603,40076.0,toyota yaris,2334.833333333330,9.92,13358.333333333300,5.0,3.333333333333330,98.06666666666670,11.1,171.0,31.0,subcompact,2010,59.16666666666670,169.3,66.5,front wheel,AT,gas,106.0
2604,39594.0,hyundai tucson,3338.111111111110,7.93,22483.88888888890,5.0,4.0,103.9,14.5,101.9,25.0,suv,2010,65.6888888888889,173.2,71.7,front wheel,DCT,gas,176.0
2607,39488.0,bmw 5,3963.571428571430,6.45,54535.71428571430,5.0,4.0,114.6857142857140,18.5,100.57142857142900,18.857142857142900,midsize,2010,58.58571428571430,191.1,72.7,all wheel,MT,gas,230.0
2608,38725.0,subaru legacy,3410.0,6.36,25175.6,5.0,4.0,108.30000000000000,18.5,101.53333333333300,23.6,compact,2010,59.30000000000000,186.4,71.7,all wheel,MT,gas,170.0
2611,38620.0,jeep patriot,,7.14,5668.0,5.0,4.0,103.7,13.5,,25.0,,2010,132.0,173.6,219.0,four wheel,Manual transmission,gas,172.0
2614,38585.0,chrysler sebring 200,,,,,,,,,,,2010,,,,,,,
2615,38330.0,chrysler sebring,,,,,,,,101.0,24.0,midsize,2010,,,,front wheel,AT,gas,
2616,255.0,chrysler 200,,,,,,,,,,,2010,,,,,,,
2617,37336.0,ford expedition,,7.93,42906.25,7.25,4.0,119.0,28.0,,15.0,,2010,77.2,125.0,209.0,rear wheel,AT,flex fuel,310.0
2620,37116.0,chrysler 300,3910.272727272730,6.92,34811.92307692310,5.0,4.0,120.92307692307700,18.53846153846150,108.16923076923100,19.416666666666700,large,2010,58.400000000000000,196.8,74.1,rear wheel,AT,gas,250.0
2622,36791.0,dodge challenger,3983.5,4.94,31548.75,5.0,2.0,116.0,18.75,91.0,19.0,midsize,2010,57.1,197.7,75.7,rear wheel,AT,gas,425.0
2625,35776.0,bmw x5,5189.0,4.72,60175.0,5.0,4.0,115.5,22.5,102.40000000000000,17.5,suv,2010,69.775,191.0,78.5,all wheel,DCT,diesel,555.0
2627,35662.0,mazda 6,,8.29,5394.0,,,109.8,18.5,102.0,23.0,midsize,2010,57.9,193.7,72.4,front wheel,MT,gas,170.0
2628,34672.0,audi a4,3683.0,6.76,33331.818181818200,5.0,4.0,110.6,17.200000000000000,91.0,26.0,compact,2010,56.281818181818200,185.2,71.9,all wheel,DCT,gas,211.0
2629,34227.0,ford flex,4625.285714285720,8.16,35778.57142857140,7.0,4.0,117.9,18.6,155.80000000000000,18.857142857142900,suv,2010,68.0,201.8,75.9,all wheel,AT,gas,262.0
2632,34129.0,lexus is,,6.98,9322.0,,,107.5,17.1,98.7,23.0,,2010,56.1,180.3,70.9,rear wheel,Manual transmission,gas,204.0
2635,34049.0,acura tl,,6.76,10180.0,5.0,4.0,109.3,18.5,111.3,22.0,midsize,2010,57.2,195.5,74.0,front wheel,AT,gas,280.0
2638,33722.0,ford crown victoria,,7.88,4890.0,,,120.7,19.0,127.0,19.0,large,2010,58.9,218.0,77.3,rear wheel,AT,gas,224.0
2639,32076.0,acura tsx,,7.55,8499.0,5.0,4.0,106.6,18.5,95.0,23.0,compact,2010,56.6,185.6,72.4,front wheel,MT,gas,201.0
2642,29912.0,mercury mariner,,,,,,,,,,,2010,191.0,98.0,13.0,Front-wheel drive,Automatic transmission,Gasoline,171.0
2644,29698.0,mercedes benz m class,,7.61,15950.0,,,114.7,23.8,,22.5,,2010,71.5,188.2,75.2,all wheel,Automatic transmission,hybrid,268.0
2646,29122.0,hyundai genesis,,6.12,9570.0,,,115.6,19.3,109.0,19.0,large,2010,58.1,195.9,74.4,rear wheel,AT,gas,290.0
2647,28912.0,mercury milan,,5.59,8259.0,5.0,4.0,107.4,17.5,101.0,25.0,midsize,2010,56.9,189.8,72.2,all wheel,AT,gas,240.0
2649,28908.0,mazda cx 9,4442.0,7.1,31481.666666666700,7.0,4.0,113.2,20.1,139.20000000000000,17.5,suv,2010,68.0,210.0,143.0,front wheel,AT,gas,273.0
2652,28788.0,mazda cx 7,,9.78,6293.0,5.0,4.0,108.3,16.4,,20.0,,2010,64.8,184.3,73.7,front wheel,Automatic transmission,gas,161.0
2654,28781.0,gmc yukon,,6.3,46595.0,8.0,4.0,116.0,26.0,,15.833333333333300,,2010,76.90000000000000,202.0,79.0,rear wheel,DCT,flex fuel,403.0
2657,28543.0,mercury grand marquis,,7.97,8562.0,6.0,4.0,114.6,19.0,128.1,20.0,large,2010,56.3,212.0,78.3,rear wheel,AT,flex fuel,224.0
2659,28390.0,toyota avalon,3556.6666666666700,6.0,31825.0,5.0,4.0,111.0,18.5,107.0,23.0,large,2010,58.5,197.2,72.8,front wheel,AT,gas,268.0
2661,28286.0,volkswagen golf rabbit,3151,7.8,24565,5,2,101.5,14.5,93.5,27,compact,2010,57.8,165.8,70,front wheel,DCT,gas,155
2662,27987.0,volkswagen cc,,7.41,8050.0,4.0,4.0,106.7,18.5,94.0,25.0,compact,2010,55.8,188.9,73.0,front wheel,AT,gas,200.0
2665,27382.0,kia optima,3213.6666666666700,8.13,20795.0,5.0,4.0,107.1,16.400000000000000,104.0,25.0,midsize,2010,58.3,189.0,71.1,front wheel,AT,gas,194.0
2668,26874.0,cadillac escalade,,6.29,72201.25,7.75,4.0,116.0,26.0,,15.5,,2010,75.90000000000000,202.5,79.0,rear wheel,DCT,flex fuel,403.0
2671,26459.0,buick lucerne,,8.05,9491.0,5.0,4.0,115.6,18.0,108.0,18.0,large,2010,58.0,203.2,73.8,front wheel,AT,gas,227.0
2673,24642.0,chevrolet colorado,,,23253.055555555600,4.611111111111110,2.555555555555560,122.73333333333300,19.0,,18.77777777777780,,2010,66.36666666666670,207.1,67.6,rear wheel,DCT,gas,185.0
2676,24619.0,kia rio,2416.777777777780,9.03,14539.444444444400,5.0,4.0,98.4,11.900000000000000,184.0,30.0,compact,2010,57.90000000000000,167.3,66.7,front wheel,MT,gas,110.0
2678,24495.0,chevrolet cruze,,,,,,,,,,,2010,195.0,245.0,3.0,Front-wheel drive,Manual transmission,Gasoline,138.0
2680,23873.0,kia sportage,3378.714285714290,8.25,20923.571428571400,5.0,4.0,103.5,16.385714285714300,103.9,20.714285714285700,suv,2010,66.7,171.3,70.9,front wheel,AT,gas,173.0
2683,23797.0,gmc yukon xl,,6.87,45910.0,8.25,4.0,130.0,35.0,,16.0,,2010,76.80000000000000,222.4,79.1,rear wheel,DCT,gas,358.3333333333330
2686,23518.0,audi q5,4244.0,6.79,37350.0,5.0,4.0,110.5,19.8,,20.0,suv,2010,65.1,182.2,74.0,all wheel,DCT,gas,270.0
2690,23416.0,nissan titan,,,32371.42857142860,5.714285714285710,3.2857142857142900,142.6142857142860,29.285714285714300,,14.0,,2010,75.69285714285720,72.0,227.0,four wheel,AT,gas,317.0
2693,23273.0,ford fiesta,,,,,,,,,,,2010,,,,,,,
2694,22968.0,nissan cube,,,5927.0,5.0,4.0,99.6,13.2,98.0,27.0,small station wagon,2010,115.0,157.5,66.7,front wheel,MT,gas,122.0
2697,22618.0,dodge nitro,,8.16,6738.0,5.0,4.0,108.8,19.5,,18.0,,2010,69.9,178.9,73.1,rear wheel,Automatic transmission,gas,210.0
2699,22535.0,lincoln mkz,3697.0,,35170.0,5.0,4.0,107.4,17.5,97.8,20.0,midsize,2010,56.9,212.0,41.0,front wheel,AT,gas,263.0
2700,21932.0,lincoln mkx,4305.0,,39770.0,5.0,4.0,111.2,19.5,108.4,19.5,suv,2010,67.3,129.0,133.0,front wheel,AT,gas,265.0
2703,21823.0,kia sedona,4379.666666666670,8.45,25028.33333333330,7.0,4.0,117.2,21.1,,19.0,minivan,2010,69.3,189.4,78.1,front wheel,AT,gas,244.0
2706,21438.0,nissan pathfinder,4744.857142857140,,34208.57142857140,7.0,4.0,112.20000000000000,21.1,149.1,16.142857142857100,suv,2010,72.41428571428570,20.0,57.0,four wheel,MT,gas,266.0
2710,21416.0,mitsubishi lancer,,8.67,4550.0,5.0,4.0,103.7,15.6,93.0,20.0,compact,2010,58.7,180.0,69.4,front wheel,AT,gas,152.0
2712,20962.0,honda insight,2728.0,11.77,21400.0,5.0,4.0,100.4,10.6,85.0,41.0,subcompact,2010,56.2,172.3,66.7,front wheel,MT,electric,98.0
2713,20946.0,volkswagen tiguan,3433.0,,28408.18181818180,5.0,4.0,102.5,16.800000000000000,,21.0,suv,2010,66.38181818181820,174.3,71.2,front wheel,AT,gas,200.0
2716,20946.0,mercedes benz glk,,,,,,,,,,,2010,,,,,,,
2717,20523.0,nissan xterra,,6.71,8555.0,5.0,4.0,106.3,21.1,,17.0,,2010,110.0,186.0,72.8,four wheel,Automatic transmission,gas,261.0
2720,20515.0,chevrolet avalanche,,7.64,10360.0,6.0,4.0,130.0,31.0,,17.0,,2010,76.6,221.3,79.1,four wheel,Automatic transmission,flex fuel,320.0
2722,20364.0,scion xb,,9.03,4872.0,5.0,4.0,102.4,14.0,101.0,24.0,small station wagon,2010,64.7,167.3,69.3,front wheel,MT,gas,158.0
2725,19943.0,mercedes benz gl class,,6.87,17675.0,,,121.1,26.4,,15.0,,2010,72.4,200.6,76.0,all wheel,Automatic transmission,gas,335.0
2727,19344.0,nissan armada,5355.0,7.65,45080.0,8.0,4.0,123.2,28.0,188.40000000000000,15.0,suv,2010,77.6,155.0,79.3,rear wheel,AT,gas,317.0
2730,18640.0,cadillac dts,,6.93,17247.0,5.0,4.0,115.6,18.0,113.0,18.0,large,2010,57.6,207.6,74.8,front wheel,AT,gas,292.0
2732,16537.0,volkswagen new beetle,,9.11,7653.0,,,98.8,14.5,85.0,23.0,subcompact,2010,59.0,161.1,67.9,front wheel,MT,gas,150.0
2733,16450.0,lexus gx,5305.0,6.5,54367.5,7.0,4.0,109.8,23.0,103.9,15.0,suv,2010,72.4,189.2,74.2,four wheel,AT,gas,301.0
2734,16379.0,audi a5,3791.214285714290,5.76,40421.42857142860,4.0,2.0,108.30000000000000,17.028571428571400,84.0,23.785714285714300,subcompact,2010,54.17142857142860,182.1,73.0,all wheel,DCT,gas,211.0
2735,16142.0,honda ridgeline,4531.25,,32803.75,5.0,4.0,122.0,22.0,110.45,17.0,pickup truck,2010,70.75,137.0,184.0,four wheel,AT,gas,250.0
2737,15961.0,volkswagen routan,,8.64,12325.0,7.0,4.0,121.2,20.5,,20.0,minivan,2010,68.9,202.5,76.9,front wheel,AT,gas,251.0
2740,15894.0,jeep compass,3187.0,7.21,19990.0,5.0,4.0,103.7,13.550000000000000,101.3,25.0,suv,2010,65.2,173.4,69.3,front wheel,MT,gas,172.0
2743,15683.0,mazda 5,,9.29,4498.0,,,108.3,15.9,,24.0,minivan,2010,64.2,181.5,69.1,front wheel,MT,gas,153.0
2744,15204.0,scion tc,,7.98,5399.0,5.0,2.0,106.3,14.5,85.0,24.0,subcompact,2010,55.7,174.0,69.1,front wheel,AT,gas,161.0
2747,14975.0,acura rdx,3842.0,7.63,35070.0,5.0,4.0,104.3,18.0,101.4,20.0,suv,2010,65.1,182.5,73.6,front wheel,AT,gas,240.0
2749,14959.0,toyota fj cruiser,,7.11,7354.0,5.0,4.0,105.9,19.0,,19.0,,2010,72.0,183.9,75.0,four wheel,Automatic transmission,gas,260.0
2752,14618.0,infiniti m,,,,,,,,,,,2010,228.0,66.0,13.0,Rear-wheel drive,Automatic transmission,Gasoline,303.0
2756,14417.0,lincoln mks,,,,,,,,,,,2010,28.0,64.0,135.0,Front-wheel drive,Automatic transmission,Gasoline,273.0
2759,14247.0,honda element,,9.59,6314.0,4.0,4.0,101.4,15.9,,22.5,,2010,70.4,169.9,71.6,front wheel,Automatic transmission,gas,166.0
2761,13848.0,toyota sequoia,5897.272727272730,6.02,48687.27272727270,7.727272727272730,4.0,122.0,26.4,126.9,14.818181818181800,suv,2010,77.0,205.1,79.8,four wheel,AT,gas,381.0
2764,13608.0,mercedes benz s class,4715.0,6.8,126425.0,5.0,4.0,124.6,26.48333333333330,105.2,16.0,large,2010,58.0,206.5,73.7,rear wheel,AT,gas,295.0
2765,13132.0,bmw 1,,6.1,6951.0,,,104.7,14.0,,23.0,,2010,56.0,171.7,68.8,rear wheel,,gas,230.0
2766,13047.0,dodge dakota,,,8085.0,4.0,2.0,131.3,22.0,,15.0,,2010,68.7,173.0,29.0,four wheel,Automatic transmission,gas,210.0
2768,12624.0,chevrolet corvette,3252.714285714290,3.77,61907.38095238100,2.0,2.0,105.70000000000000,18.0,,18.0,two seater,2010,,174.6,72.6,rear wheel,MT,gas,430.0
2769,12500.0,mitsubishi outlander,3577.428571428570,7.69,24312.85714285710,5.857142857142860,4.0,105.1,16.142857142857100,100.4,21.857142857142900,suv,2010,67.01428571428570,183.7,70.9,four wheel,DCT,gas,230.0
2772,12497.0,volkswagen passat,3455.0,8.23,28635.0,5.0,4.0,106.7,18.5,96.0,25.0,midsize,2010,59.70000000000000,188.0,71.7,front wheel,DCT,gas,200.0
2773,12347.0,land rover range rover sport,5561.0,5.27,64211.66666666670,5.0,4.0,108.0,23.3,,14.0,suv,2010,70.4,174.0,140.0,four wheel,AT,gas,510.0
2776,12326.0,buick regal,,,,,,,,,,,2010,203.0,223.0,64.0,Front-wheel drive,Automatic transmission,E85,220.0
2778,12275.0,lexus ls,4732.0,5.59,77692.0,5.0,4.0,119.78,22.2,103.0,19.0,midsize,2010,58.14000000000000,199.2,73.8,all wheel,AT,gas,380.0
2781,12253.0,bmw 7,4762.0,5.57,95760.0,4.8,4.0,124.2,21.7,111.4,16.2,large,2010,58.3,199.8,74.9,rear wheel,DCT,gas,400.0
2782,12030.0,volvo xc60,4174.0,8.16,35075.71428571430,5.0,4.0,109.20000000000000,18.5,,18.857142857142900,suv,2010,67.40000000000000,182.2,74.4,all wheel,DCT,gas,235.0
2785,11918.0,infiniti qx56,,,,,,,,,,,2010,184.0,135.0,209.0,Rear-wheel drive,Automatic transmission,Gasoline,320.0
2788,11606.0,suzuki aerio sx4,2981,8.2,"15,995",5,4,98.4,11,104,24,subcompact,2010,63.2,162.8,69.1,all wheel,AT,gas,143
2789,11492.0,mitsubishi galant,,9.61,6263.0,5.0,4.0,108.3,17.7,101.0,24.0,midsize,2010,57.9,191.1,72.4,front wheel,AT,gas,160.0
2792,11264.0,lincoln town car,,,,,,,,109.0,18.0,large,2010,221.0,247.0,201.0,rear wheel,AT,gas,239.0
2794,10663.0,lexus hs250h,,,,,,,,,,,2010,,,,,,,
2795,10420.0,infiniti fx,,,,,,,,,,,2010,115.0,251.0,135.0,Rear-wheel drive,Automatic transmission,Gasoline,303.0
2798,10215.0,nissan 350z 370z,,,,,,,,,,,2010,,,,,,,
2799,10119.0,volvo xc90,4610.0,8.2,40380.0,7.0,4.0,112.6,21.1,101.0,17.0,suv,2010,70.2,189.3,74.7,all wheel,DCT,gas,235.0
