,Unnamed: 0,Total_Sales,Year,cleaned_name,curb_weight_lbs,body_style,engine_type,speed_sec,horsepower_hp,length_in,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,vol_cubft,mpg_comb,drivetrain,fuel_typ,trans,class_EPA,engine,fuel
3777,5810,3267.0,2019,fiat 500,2428.375,Convertible,Intercooled Turbo Premium Unleaded I-four ,7.85,157.0,144.4,64.1,19805.0,4.0,2.0,90.6,59.5875,10.5,76.0,27.0,front wheel,Premium,Transmission: 5-Speed C510 Manual,Minicompact Cars,Sequential MPI,premium
3778,5812,772.0,2019,fiat 500l,3254.0,four dr Car,Intercooled Turbo Premium Unleaded I-four ,9.31,160.0,167.3,69.8,23220.0,5.0,4.0,102.8,65.7,13.2,98.8,25.0,front wheel,"Intercooled Turbo Premium Unleaded I-four , 1.four L",Transmission: 6-Speed Aisin Ftwo1-two50 HD Automatic,Small Station Wagon,Sequential MPI,premium
3779,5813,2519.0,2019,fiat 500x,2967.0,Sport Utility,Turbo Regular Unleaded I-four ,7.73,177.0,168.2,70.7,26033.0,5.0,4.0,101.2,63.1,12.7,100.1,24.8,all wheel,"Turbo Regular Unleaded I-four ,",Transmission: 9-Speed 9four 8TE Automatic,Small Station Wagon,Sequential MPI,regular
3780,5814,21524.0,2019,mazda 6,,,,7.78,184.0,191.5,72.4,21945.0,,,111.4,57.1,16.4,100.0,27.0,front wheel,Regular,Manual 6-spd,Midsize Cars,SIDI,regular
3781,5817,1139.0,2019,bmw 6,4445.66666666667,four dr Car,Intercooled Turbo Premium Unleaded I-6,6.32,315.0,192.8,74.6,91650.0,5.0,4.0,117.566666666667,55.8,18.4166666666667,107.0,21.5,all wheel,"Twin Turbo Premium Unleaded V-8, four .four L",Transmission: 8-Speed Sport Automatic,Compact Cars,Gasoline Direct Injection,premium
3782,5818,20190.0,2019,volvo 60,,,,,,,,,,,,,,,,,,,,,
3783,5819,8823.0,2019,bmw 7,4591.5,four dr Car,Twin Turbo Premium Unleaded V-8,6.19,320.0,206.6,74.9,107785.714285714,5.0,4.0,126.4,58.2,19.3857142857143,111.538461538462,21.4285714285714,all wheel,"Twin Turbo Premium Unleaded V-8, four .four L",Transmission: 8-Speed Sport Automatic,Large Cars,Gasoline Direct Injection,premium
3784,5820,3880.0,2019,porsche 718,2988.0,Convertible,Intercooled Turbo Premium Unleaded H-four ,4.64,300.0,172.4,70.9,71066.6666666667,2.0,2.0,97.4,50.3,16.0,,22.3333333333333,rear wheel,"Intercooled Turbo Premium Unleaded H-four , two.5 L","Transmission: 6-Speed Manual -inc: two-plate clutch, dual mass flywheel and auto start/stop function",Two-Seaters,Gasoline Direct Injection,premium
3785,5821,4410.0,2019,bmw 8,4607.0,Convertible,Twin Turbo Premium Unleaded V-8,,,,,116650.0,4.0,2.0,111.1,53.0,18.0,,20.0,all wheel,"Twin Turbo Premium Unleaded V-8, four .four L",Transmission: 8-Speed Sport Automatic,Subcompact Cars,Gasoline Direct Injection,premium
3786,5822,3398.0,2019,toyota 86 fr s,,,,,,,,,,,,,,,,,,,,,
3787,5823,4052.0,2019,volvo 90,,,,,,,,,,,,,,,,,,,,,
3788,5824,9265.0,2019,porsche 911,3365.22727272727,twodr Car,Twin Turbo Premium Unleaded H-6,3.47,520.0,179.4,74.0,137536.363636364,3.81818181818182,2.0,96.5090909090909,50.845454545454494,17.8,68.4615384615385,21.2727272727273,all wheel,"Twin Turbo Premium Unleaded H-6, 3.0 L",Transmission: 7-Speed Manual,Minicompact Cars,Gasoline Direct Injection,premium
3789,5825,15944.0,2019,mercedes benz a class,3351.0,four dr Car,Intercooled Turbo Premium Unleaded I-four ,6.65,188.0,179.1,70.7,33500.0,5.0,4.0,107.4,56.9,13.0,,28.0,front wheel,"Intercooled Turbo Premium Unleaded I-four , two.0 L",Transmission: 7-Speed Dual Clutch,Subcompact Cars,Gasoline Direct Injection,premium
3790,5826,10418.0,2019,audi a3,3355.8,four dr Car,Intercooled Turbo Premium Unleaded I-four ,6.98,184.0,174.1,70.6,34900.0,4.6,3.2,103.16,55.68,13.72,86.0,29.0,front wheel,Regular,6-speed dual-clutch S tronic transmission,Subcompact Cars,Gasoline Direct Injection,regular
3791,5827,26435.0,2019,audi afour ,3525.85714285714,four dr Car,Intercooled Turbo Premium Unleaded I-four ,8.62,188.0,186.1,72.5,39628.5714285714,5.0,4.0,111.0,56.2,15.3,92.0,30.0,front wheel,Premium,Transmission: 7-Speed S tronic,Compact Cars,Gasoline Direct Injection,premium
3792,5828,23023.0,2019,audi a5,3990.0,Convertible,Intercooled Turbo Premium Unleaded I-four ,6.07,248.0,184.0,72.7,51200.0,4.0,2.0,108.9,54.4,15.3,81.0,27.0,all wheel,"Intercooled Turbo Premium Unleaded I-four , two.0 L",Transmission: 7-Speed S tronic Dual-Clutch Auto -inc: shift paddles,Subcompact Cars,Gasoline Direct Injection,premium
3793,5829,17807.0,2019,audi a6,4266.0,four dr Car,Intercooled Turbo Gas/Electric V-6,5.09,335.0,194.4,74.3,58900.0,5.0,4.0,115.1,57.4,19.3,97.2,25.0,all wheel,"Intercooled Turbo Gas/Electric V-6, 3.0 L",Transmission: 7-Speed Stronic,Mid-Size Cars,Gasoline Direct Injection,hybrid
3794,5830,4955.0,2019,audi a7,4332.0,four dr Car,Intercooled Turbo Gas/Electric V-6,5.71,335.0,195.6,75.1,68000.0,5.0,4.0,115.2,56.0,19.3,94.0,25.0,all wheel,"Intercooled Turbo Gas/Electric V-6, 3.0 L",Transmission: 7-Speed Automatic w/S tronic -inc: Dual-clutch,Mid-Size Cars,Gasoline Direct Injection,hybrid
3795,5831,2963.0,2019,audi a8,,,,6.29,335.0,208.7,76.6,83800.0,5.0,4.0,123.1,58.5,21.7,121.9,22.0,all wheel,Gas,,,,regular
3796,5832,99430.0,2019,gmc acadia,3956.0,Sport Utility,Gas Ifour ,5.81,310.0,193.6,75.4,38357.1428571429,6.42857142857143,4.0,112.5,66.0,20.2857142857143,143.8,21.8571428571429,front wheel,"Gas V6, 3.6L","Transmission, 6-speed automatic (Included with (LCV) two.5L four -cylinder engine.)",twoWD Sport Utility Vehicle,Direct Injection,regular
3797,5833,25628.0,2019,hyundai accent,2634.75,four dr Car,Regular Unleaded I-four ,9.4,130.0,172.6,68.1,16853.75,5.0,4.0,101.6,57.1,11.9,181.0,32.0,front wheel,Regular,Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: hillstart assist control,Compact Cars,Gasoline Direct Injection,regular
3798,5835,267567.0,2019,honda accord,,,,7.62,192.0,192.2,73.3,27620.0,5.0,4.0,111.4,57.1,14.8,106.0,30.0,front wheel,Regular,Manual 6-spd,Large Cars,SIDI,regular
3799,5840,209183.0,2019,nissan altima,3363.15384615385,four dr Car,Regular Unleaded I-four ,8.3,236.0,192.9,72.9,29617.6923076923,5.0,4.0,111.2,57.0,16.1230769230769,101.0,32.0,front wheel,Regular,6-speed manual transmission w/OD,Mid-Size Cars,Gasoline Direct Injection,regular
3800,5841,4048.0,2019,mercedes benz amg gt,3824.875,twodr Car,Twin Turbo Premium Unleaded V-8,4.36,429.0,199.2,76.9,141387.5,2.5,2.5,106.675,51.9625,20.125,,17.375,rear wheel,"Twin Turbo Premium Unleaded V-8, four .0 L",Transmission: 7-Speed AMG SPEEDSHIFT DCT Automatic,Two-Seaters,Gasoline Direct Injection,premium
3801,5842,32044.0,2019,nissan armada,5355.0,Sport Utility,Regular Unleaded V-8,7.63,390.0,49.1,48.8,54533.3333333333,8.0,4.0,121.1,75.8,26.0,188.4,15.5,rear wheel,"Regular Unleaded V-8, 5.6 L",Transmission: 7-Speed Automatic w/Manual Mode & OD -inc: synchronized rev control,four WD Sport Utility,Gasoline Direct Injection,regular
3802,5843,2449.0,2019,volkswagen arteon,,,,6.35,268.0,191.4,73.7,37645.0,5.0,4.0,111.9,56.5,17.4,96.0,25.0,all wheel,Premium,Automatic (S8),Large Cars,SIDI,premium
3803,5844,81958.0,2019,subaru ascent,,Sport Utility,Intercooled Turbo Regular Unleaded H-four ,,260.0,47.6,45.9,37178.3333333333,7.5,4.0,113.8,71.6,19.3,0.0,23.0,all wheel,Regular,Transmission: Lineartronic CVT -inc: steering wheel paddle-shift control switches and 8-speed manual shift mode,Standard Sport Utility Vehicle four WD,Gasoline Direct Injection,regular
3804,5845,81508.0,2019,volkswagen atlas,,Sport Utility,Regular Unleaded V-6,8.48,235.0,198.3,78.3,39687.307692307695,7.0,4.0,117.3,70.0,18.6,0.0,19.0,all wheel,Regular,Transmission: 8-Speed Automatic w/Tiptronic,Small Sport Utility Vehicle twoWD,Gasoline Direct Injection,regular
3805,5847,1134.0,2019,cadillac ats,3473.25,four dr Car,Turbocharged Gas Ifour ,5.74,272.0,183.6,72.5,41855.625,5.0,4.0,109.3,55.9,16.0,91.0,23.0,rear wheel,Regular,"Transmission, 6-speed automatic",Compact,Direct Injection,regular
3806,5849,27767.0,2019,toyota avalon,3655.14285714286,four dr Car,Regular Unleaded V-6,6.68,215.0,195.9,72.8,39450.0,5.0,4.0,113.0,56.5,14.5,103.0,25.0,front wheel,Regular,Transmission: 8-speed Direct-Shift Automatic,Mid-Size Cars,Port/Direct Injection,regular
3807,5850,8324.0,2019,lincoln aviator,4918.0,Sport Utility,Gas V8,,,,,42110.0,6.0,4.0,113.7,71.9,22.5,,,rear wheel,"Gas V8, four .6L",5-speed automatic transmission w/OD,twoWD Sport Utility Vehicle,SMPI,regular
3808,5851,17215.0,2019,volkswagen beetle,3045.0,twodr Car,Intercooled Turbo Regular Unleaded I-four ,8.31,174.0,168.8,71.9,23582.5,4.0,2.0,100.1,58.6,14.5,85.0,29.0,front wheel,Regular,Transmission: 6-Speed Automatic w/Tiptronic -inc: sport mode,Compact Cars,Gasoline Direct Injection,regular
3809,5852,58116.0,2019,chevrolet blazer,4065.4285714285697,Sport Utility,Gas V6,6.16,308.0,191.4,76.7,38500.0,5.0,4.0,112.7,67.0,20.3857142857143,107.8,22.1428571428571,front wheel,"Gas V6, 3.6L","Transmission, 9-speed automatic, electronically-controlled with over, includes Driver Shift Control",Sport Utility Vehicles,Direct Injection,regular
3810,5853,16419.0,2019,chevrolet bolt,,,,,,,,,,,,,,,,,,,,,
3811,5854,2334.0,2019,subaru brz,2806.25,twodr Car,Premium Unleaded H-four ,5.92,205.0,166.7,69.9,28581.25,4.0,2.0,101.2,52.0,13.2,77.0,24.0,rear wheel,Premium,Transmission: 6-Speed Close-Ratio Manual,Minicompact Cars,Port/Direct Injection,premium
3812,5856,48875.0,2019,mercedes benz c class,3915.73333333333,four dr Car,Intercooled Turbo Premium Unleaded I-four ,6.56,241.0,184.5,72.1,60210.0,4.33333333333333,2.66666666666667,111.8,55.6,17.4,80.35,22.5333333333333,rear wheel,"Intercooled Turbo Premium Unleaded I-four , two.0 L",Transmission: 9G-TRONIC 9-Speed Automatic,Compact Cars,Gasoline Direct Injection,premium
3813,5857,48930.0,2019,toyota c hr,3300.0,Sport Utility,Regular Unleaded I-four ,,144.0,171.2,70.7,23358.3333333333,5.0,4.0,103.9,61.6,13.2,84.0,29.0,front wheel,Regular,Automatic (AV-S7),Small Sport Utility Vehicles twoWD,Sequential MPI,regular
3814,5858,1577.0,2019,kia cadenza,3743.6666666666706,four dr Car,Regular Unleaded V-6,6.47,290.0,195.7,73.6,38466.6666666667,5.0,4.0,112.4,57.9,18.5,108.0,23.0,front wheel,Regular,"Transmission: 8-Speed Automatic -inc: Sportmatic smart shift and ,",Large Cars,Gasoline Direct Injection,regular
3815,5859,48266.0,2019,chevrolet camaro,3736.28571428571,twodr Car,Gas V8,5.08,335.0,188.3,74.7,43285.7142857143,4.0,2.0,110.7,52.9428571428571,19.0,77.0,19.0,rear wheel,Premium,"Transmission, 6-speed manual",Subcompact Cars,Direct Injection,premium
3816,5867,336978.0,2019,toyota camry,3433.7,four dr Car,Regular Unleaded I-four ,6.65,208.0,192.1,72.4,29252.0,5.0,4.0,111.2,56.9,14.95,100.0,26.0,front wheel,Regular,Transmission: 8-Speed Direct Shift ECT-i Automatic -inc: sequential shift mode,Mid-Size Cars,Port/Direct Injection,regular
3817,5869,32826.0,2019,gmc canyon,,Crew Cab Pickup - Standard Bed,Gas V6,,308.0,224.6,44.4,35376.0,4.64,3.44,132.692,70.524,21.0,,19.84,four wheel,"Gas V6, 3.6L","Transmission, 8-speed automatic",,Direct Injection,regular
3818,5870,2535.0,2019,buick cascada,3979.0,Convertible,Gas Ifour ,9.15,200.0,184.9,72.4,35403.3333333333,4.0,2.0,106.1,56.8,14.3,82.0,24.0,front wheel,Premium,"Transmission, 6-speed automatic, electronically controlled with over",Compact Car,Direct Injection,premium
3819,5871,19001.0,2019,porsche cayenne,4629.6,Sport Utility,Twin Turbo Premium Unleaded V-6,4.68,335.0,193.6,78.0,93212.5,5.0,4.0,114.0,67.25,25.075,0.0,21.0,all wheel,Premium,Transmission: 8-Speed Tiptronic S Automatic -inc: auto start/stop function and gearshift controls on steering wheel,Sport Utility Vehicle four WD,Gasoline Direct Injection,premium
3821,5873,60997.0,2019,dodge challenger,4222.72727272727,twodr Car,Regular Unleaded V-6,3.29,717.0,197.5,79.2,42804.0909090909,5.0,2.0,116.2,56.845454545454494,18.5,94.0,23.0,rear wheel,Regular,Transmission: 6-Speed Manual Tremec,Mid-Size Cars,Sequential MPI,regular
3822,5878,96936.0,2019,dodge charger,4221.16666666667,four dr Car,Regular Unleaded V-6,6.31,292.0,198.4,75.0,39261.6666666667,5.0,4.0,120.233333333333,58.2,18.5,105.0,23.0,rear wheel,Regular,Transmission: 8-Speed Automatic (850RE),Large Cars,Sequential MPI,regular
3823,5882,191397.0,2019,jeep cherokee,3855.6,Sport Utility,Regular Unleaded V-6,8.6,180.0,182.0,36.1,30875.6666666667,5.0,4.0,106.626666666667,66.2133333333333,15.8,128.0,23.4,four wheel,"Regular Unleaded I-four , two.four L",Transmission: 9-Speed 9four 8TE Automatic,Small Sport Utility Vehicles four WD,Sequential MPI,regular
3824,5883,325650.0,2019,honda civic,2860.85714285714,four dr Car,Regular Unleaded I-four ,7.69,174.0,177.9,70.8,22585.7142857143,5.0,4.0,106.3,55.7,12.4,96.6,32.5714285714286,front wheel,"Regular Unleaded I-four , two.0 L",Transmission: 6-Speed Manual,Compact Cars,Sequential MPI,regular
3825,5884,13212.0,2019,mercedes benz cla class,3373.0,four dr Car,Intercooled Turbo Premium Unleaded I-four ,6.74,208.0,182.3,70.0,39266.6666666667,5.0,4.0,106.3,56.3,14.8,101.0,27.3333333333333,all wheel,"Intercooled Turbo Premium Unleaded I-four , two.0 L",Transmission: 7-Speed Dual Clutch (DCT),Subcompact Cars,Gasoline Direct Injection,premium
3826,5885,11654.0,2019,honda clarity fcv,,,,,,,,,,,,,,,,,,,,,
3827,5886,121703.0,2019,chevrolet colorado,,Crew Cab Pickup - Short Bed,Gas V6,,308.0,224.9,44.4,32014.2857142857,4.52380952380952,3.23809523809524,131.804761904762,70.6714285714286,21.0,,20.2380952380952,four wheel,"Gas V6, 3.6L","Transmission, 6-speed automatic, HMD, 6L50 (Standard on Extended Cab and Crew Cab Short Box models. Requires (LCV) two.5L Ifour engine or (LWN) two.8L Duramax Turbo-Diesel engine. Available on Crew Cab Long Box models.)",,Direct Injection,regular
3828,5887,143933.0,2019,jeep compass,3314.7,Sport Utility,Regular Unleaded I-four ,8.38,180.0,173.0,38.1,26157.5,5.0,4.0,103.8,64.75,13.5,99.6,25.0833333333333,four wheel,"Regular Unleaded I-four , two.four L",Transmission: 6-Speed Aisin Ftwo1-two50 Gen 3 Auto,Small Sport Utility Vehicles four WD,Sequential MPI,regular
3829,5888,6587.0,2019,lincoln continental,4372.25,four dr Car,Twin Turbo Premium Unleaded V-6,,,,,57461.25,5.0,4.0,117.9,58.5,19.0,106.4,20.0,front wheel,"Twin Turbo Premium Unleaded V-6, two.7 L",Transmission: 6-Speed Automatic w/SelectShift -inc: paddle shifters,Large Cars,Gasoline Direct Injection,premium
3830,5889,22123.0,2019,mini cooper,2736.66666666667,twodr Car,Intercooled Turbo Premium Unleaded I-four ,8.97,134.0,151.1,68.0,25133.3333333333,4.0,2.0,98.2,55.7,11.2666666666667,77.0,28.3333333333333,front wheel,"Intercooled Turbo Premium Unleaded I-four , two.0 L",Transmission: 6-Speed Manual,Minicompact Cars,Gasoline Direct Injection,premium
3831,5890,304850.0,2019,toyota corolla,2863.75,four dr Car,Regular Unleaded I-four ,8.94,132.0,183.1,69.9,20453.75,5.0,4.0,106.3,57.3,13.2,98.0,32.0,front wheel,Regular,Transmission: 6-Speed Manual,Compact Cars,Sequential MPI,regular
3832,5893,17988.0,2019,chevrolet corvette,3442.10714285714,Convertible,Gas V8,3.82,460.0,177.9,77.4,76007.1428571429,2.0,2.0,106.7,48.7285714285714,18.5,0.0,19.0,rear wheel,Premium,"Transmission, 7-speed manual with Active Rev Matching",Two Seater,Direct Injection,premium
3833,5895,14042.0,2019,mini countryman,,,,10.0,134.0,169.8,71.7,26600.0,,,105.1,61.3,16.1,114.5,29.0,front wheel,Gas,,,,regular
3834,5896,384168.0,2019,honda cr v,3417.125,Sport Utility,Intercooled Turbo Regular Unleaded I-four ,7.79,184.0,180.6,73.0,29225.0,5.0,4.0,104.7,66.3,14.0,103.325,29.0,front wheel,"Intercooled Turbo Regular Unleaded I-four , 1.5 L",5-speed automatic transmission w/OD,Small Sport Utility Vehicles twoWD,Gasoline Direct Injection,regular
3835,5897,131152.0,2019,subaru crosstrek,3260.5,Sport Utility,Regular Unleaded H-four ,8.37,152.0,32.3,42.9,25628.3333333333,5.0,4.0,104.9,63.4666666666667,16.0333333333333,100.866666666667,28.6666666666667,all wheel,"Regular Unleaded H-four , two.0 L","Transmission: Lineartronic CVT -inc: steering wheel paddle-shift control switches, 7-speed manual mode function, X-MODE and hill descent control",Small Sport Utility Vehicles four WD,Gasoline Direct Injection,regular
3836,5898,47975.0,2019,chevrolet cruze,2985.5,four dr Car,Turbocharged Gas Ifour ,10.4,137.0,175.3,70.5,22206.1111111111,5.0,4.0,106.3,57.5333333333333,13.6555555555556,94.0,37.0,front wheel,Diesel,"Transmission, 6-speed automatic",Midsize Cars,Direct Injection,diesel
3838,5902,7952.0,2019,cadillac ct6,4047.6666666666706,four dr Car,Turbocharged Gas Ifour ,7.22,237.0,205.8,74.0,63345.0,5.0,4.0,122.4,58.0,19.2,110.0,28.0,all wheel,Premium,"Transmission, 10-speed automatic",Large Cars,Direct Injection,premium
3839,5903,6966.0,2019,cadillac cts,3864.75,four dr Car,Turbocharged Gas Ifour ,6.44,265.0,195.5,72.2,57407.5,5.0,4.0,114.6,57.2,19.0,97.0,19.0,rear wheel,Premium,"Transmission, 8-speed automatic",Mid-Size,SIDI,premium
3840,5906,16229.0,2019,mazda cx 3,2880.5,Sport Utility,Regular Unleaded I-four ,7.56,148.0,30.9,39.4,23570.0,5.0,4.0,101.2,60.8,12.3,87.1666666666667,30.0,front wheel,"Regular Unleaded I-four , two.0 L",Transmission: 6-Speed SKYACTIV-Drive Automatic -inc: manual-shift mode and sport mode,Small Sport Utility Vehicles twoWD,Gasoline Direct Injection,regular
3841,5907,899.0,2019,mazda cx 30,,,,,,,,,,,,,,,,,,,,,
3842,5908,154543.0,2019,mazda cx 5,3663.75,Sport Utility,Regular Unleaded I-four ,8.21,187.0,38.0,41.3,29747.5,5.0,4.0,106.2,65.3375,15.1125,103.6,26.25,all wheel,"Regular Unleaded I-four , two.5 L",Transmission: 6-Speed SKYACTIV-Drive Automatic -inc: manual-shift mode and sport mode,Small Sport Utility Vehicles four WD,Gasoline Direct Injection,regular
3843,5909,26861.0,2019,mazda cx 9,4311.85714285714,Sport Utility,Intercooled Turbo Regular Unleaded I-four ,7.38,227.0,50.5,40.2,38237.8571428571,7.0,4.0,115.3,69.0,19.2857142857143,135.1,23.4285714285714,all wheel,"Intercooled Turbo Regular Unleaded I-four , two.5 L",Transmission: SKYACTIV-Drive 6-Speed Automatic -inc: sport and manual shift mode,Small Sport Utility Vehicles four WD,Gasoline Direct Injection,regular
3845,5911,9184.0,2019,land rover discovery lrfour ,,,,,,,,,,,,,,,,,,,,,
3846,5912,12337.0,2019,land rover discovery sport,,Sport Utility,Intercooled Turbo Premium Unleaded I-four ,,237.0,180.7,74.6,45678.3333333333,5.0,4.0,107.9,67.9,18.1,0.0,22.0,four wheel,Premium,Transmission: 9-Speed Automatic,Small Sport Utility Vehicle four WD,Gasoline Direct Injection,premium
3847,5913,67598.0,2019,dodge durango,4995.0,Sport Utility,Regular Unleaded V-6,7.18,295.0,201.2,75.8,40035.0,6.13333333333333,4.0,119.8,71.1,24.6,133.9,20.0666666666667,all wheel,"Regular Unleaded V-6, 3.6 L",Transmission: 8-Speed Automatic (850RE),twoWD Sport Utility Vehicle,Sequential MPI,regular
3848,5914,39858.0,2019,mercedes benz e cls class,,,,,,,,,,,,,,,,,,,,,
3849,5915,4782.0,2019,jaguar e pace,4105.0,Sport Utility,Intercooled Turbo Premium Unleaded I-four ,7.01,246.0,31.7,74.7,45208.3333333333,5.0,4.0,105.6,64.9,18.1,,23.5,all wheel,"Intercooled Turbo Premium Unleaded I-four , two.0 L",Transmission: 9-Speed Automatic,Small Sport Utility Vehicles four WD,Gasoline Direct Injection,premium
3850,5916,45063.0,2019,ford e,,,,,,,,,,,,,,,,,,,,,
3851,5917,19661.0,2019,mitsubishi eclipse cross,3450.0,Sport Utility,Intercooled Turbo Regular Unleaded I-four ,,152.0,173.4,71.1,25677.5,5.0,4.0,105.1,66.4666666666667,15.9333333333333,94.6,25.5,four wheel,"Intercooled Turbo Regular Unleaded I-four , 1.5 L",Transmission: 8-Speed CVT w/Sport Mode -inc: Sportronic,Small Sport Utility Vehicles four WD,Gasoline Direct Injection,regular
3852,5918,60599.0,2019,ford ecosport,3222.42857142857,Sport Utility,Regular Unleaded I-four ,9.55,123.0,161.3,69.5,24347.1428571429,5.0,4.0,99.2,64.9714285714286,13.6,91.1,26.2857142857143,four wheel,"Regular Unleaded I-four , two.0 L",Transmission: 6-Speed Automatic w/SelectShift,Small Sport Utility Vehicles four WD,Gasoline Direct Injection,regular
3853,5919,138514.0,2019,ford edge,4066.71428571429,Sport Utility,Intercooled Turbo Premium Unleaded I-four ,7.71,250.0,41.7,45.3,36064.2857142857,5.0,4.0,112.2,68.6,18.0,113.9,23.5714285714286,all wheel,"Intercooled Turbo Premium Unleaded I-four , two.0 L","Transmission: 8-Speed Automatic w/SelectShift -inc: steering wheel mounted paddle shifters, Active Transmission Warm-Up",Small Sport Utility Vehicles four WD,Gasoline Direct Injection,premium
3854,5920,175094.0,2019,hyundai elantra,2910.0,four dr Car,Regular Unleaded I-four ,8.59,161.0,170.9,70.7,20966.6666666667,5.0,4.0,105.9,56.74,14.0,96.0,32.0,front wheel,Regular,"Transmission: 6-Speed Automatic w/SHIFTRONIC -inc: mode select (normal, eco & sport)",Mid-Size Cars,Sequential MPI,regular
3855,5925,51156.0,2019,buick enclave,4493.14285714286,Sport Utility,Gas V6,6.59,310.0,204.3,78.8,48342.1428571429,7.0,4.0,120.9,69.6,20.2857142857143,151.1,20.5714285714286,front wheel,"Gas V6, 3.6L","Transmission, 9-speed automatic",twoWD Sport Utility Vehicle,Direct Injection,regular
3856,5926,102401.0,2019,buick encore,3288.85714285714,Sport Utility,Turbocharged Ifour ,9.43,138.0,168.35,70.1,26728.5714285714,5.0,4.0,100.6,65.25,14.0,0.0,28.0,front wheel,Regular,"Transmission, 6-speed automatic, electronically-controlled with over includes Driver Shift Control",twoWD Sport Utility Vehicle,Electronic Fuel Injection,regular
3857,5928,33230.0,2019,buick envision,3898.4285714285697,Sport Utility,Gas Ifour ,8.12,197.0,183.7,72.4,36913.5714285714,5.0,4.0,108.3,66.8,17.3,100.6,23.8571428571429,all wheel,"Gas Ifour , two.5L","Transmission, 6-speed automatic, electronically-controlled with Driver Shift Control",four WD Sport Utility Vehicle,Direct Injection,regular
3858,5929,346049.0,2019,chevrolet equinox,3382.57142857143,Sport Utility,Turbocharged Gas Ifour ,,,,,28518.5714285714,5.0,4.0,107.3,65.4,15.2,103.2,27.5714285714286,front wheel,"Turbocharged Gas Ifour , 1.5L","Transmission, 6-speed automatic, electronically-controlled with over includes Driver Shift Control",twoWD Sport Utility Vehicle,Direct Injection,regular
3859,5930,51336.0,2019,lexus es,3672.5714285714303,four dr Car,Regular Unleaded V-6,8.6,302.0,195.9,73.4,42825.0,5.0,4.0,113.0,56.9,14.7428571428571,98.8285714285714,33.5714285714286,front wheel,"Regular Unleaded V-6, 3.5 L",Transmission: 8-Speed Direct Shift Automatic,Mid-Size Cars,Port/Direct Injection,regular
3860,5931,35424.0,2019,cadillac escalade,,Sport Utility,Gas V8,6.29,420.0,203.9,80.5,85370.0,7.0,4.0,116.0,74.4,26.0,,17.0,rear wheel,"Gas V8, 6.twoL","Transmission, 10-speed automatic electronically controlled with over, tow/haul mode and tap up/tap down shifting",,Electronic Fuel Injection,regular
3861,5932,241387.0,2019,ford escape,3626.85714285714,Sport Utility,Intercooled Turbo Regular Unleaded I-four ,8.36,168.0,178.1,72.4,29105.0,5.0,4.0,105.9,66.3,15.7,98.7,24.5714285714286,front wheel,"Intercooled Turbo Regular Unleaded I-four , 1.5 L",Transmission: 6-Speed Automatic w/SelectShift,Small Sport Utility Vehicles twoWD,Gasoline Direct Injection,regular
3862,5933,5369.0,2019,audi etron,,,,,,,,,,,,,,,,,,,,,
3863,5934,86423.0,2019,ford expedition,,Sport Utility,Twin Turbo Premium Unleaded V-6,7.81,375.0,210.0,79.9,64384.1666666667,8.0,4.0,122.5,76.5,23.3,,19.5,rear wheel,"Twin Turbo Premium Unleaded V-6, 3.5 L",Transmission: 10-Speed Automatic w/SelectShift,,Gasoline Direct Injection,premium
3864,5935,187061.0,2019,ford explorer,4627.25,Sport Utility,Regular Unleaded V-6,6.03,290.0,198.3,78.9,40393.75,7.0,4.0,112.8,70.0,18.6,151.7,19.375,four wheel,"Regular Unleaded V-6, 3.5 L",Transmission: 6-Speed SelectShift Automatic,Standard Sport Utility Vehicles four WD,Gasoline Direct Injection,regular
3865,5936,77457.0,2019,chevrolet express,,,,8.93,285.0,224.0,79.2,,,,135.0,84.6,31.0,,13.5,rear wheel,Flex Fuel,,,,regular
3866,5937,15491.0,2019,jaguar f pace,3956.92307692308,Sport Utility,Intercooled Turbo Premium Unleaded I-four ,8.66,180.0,186.3,76.2,55853.0769230769,5.0,4.0,113.1,65.0538461538462,20.3615384615385,0.0,24.0,all wheel,Premium,Transmission: 8-Speed Automatic -inc: black gearshift paddles,Small Sport Utility Vehicles four WD,Gasoline Direct Injection,premium
3867,5941,896526.0,2019,ford f,,Crew Cab Pickup - Short Bed,Regular Unleaded V-6,6.98,290.0,209.3,50.6,44014.3181818182,5.18181818181818,3.63636363636364,147.454545454545,76.4363636363636,25.3181818181818,,20.0454545454545,four wheel,"Regular Unleaded V-6,",Transmission: Electronic 10-Speed Automatic -inc: selectable modes: normal/tow-haul/snow-wet/EcoSelect/sport,,Port/Direct Injection,regular
3868,5942,2279.0,2019,jaguar f type,3597.65,Convertible,Intercooled Supercharger Premium Unleaded V-6,5.61,296.0,176.5,75.7,85500.0,2.0,2.0,103.2,51.55,18.31,72.0,20.8,rear wheel,"Intercooled Supercharger Premium Unleaded V-6, 3.0 L",Transmission: 8-Speed QuickShift ZF Automatic,Two-Seaters,Gasoline Direct Injection,premium
3869,5943,60148.0,2019,ford fiesta,2603.25,four dr Car,Regular Unleaded I-four ,9.03,120.0,173.6,67.8,16901.0,5.0,4.0,98.0,57.7,12.4,85.1,29.6,front wheel,"Regular Unleaded I-four , 1.6 L",Transmission: 5-Speed Manual,Subcompact Cars,Sequential MPI,regular
